GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2261,377,442,210,711,325,209,115,117,89,319,205,42,48,421,159
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",1900,398,403,307,297,182,255,252,95,77,298,194,22,23,530,170
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",5941,621,171,158,690,353,615,421,366,163,268,136,95,85,3736,638
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5235,380,159,95,698,366,653,325,210,101,272,130,62,51,3181,455
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5336,374,340,146,669,238,416,155,633,254,378,221,213,121,2687,373
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",3852,302,158,109,594,306,135,69,304,173,128,72,56,46,2477,357
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3768,289,358,186,275,145,336,260,235,198,222,132,90,66,2252,387
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",3737,456,102,160,91,70,28,45,409,323,6,10,42,63,3059,494
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",1881,294,56,52,84,60,226,188,78,83,178,164,0,13,1259,280
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2755,323,139,93,63,60,308,311,9,21,319,291,0,13,1917,390
1400000US13013180106,13013180106,"Census Tract 1801.06, Barrow County, Georgia",2471,330,105,103,282,217,23,40,129,108,323,289,159,172,1450,316
1400000US13013180107,13013180107,"Census Tract 1801.07, Barrow County, Georgia",4063,437,436,291,584,264,328,241,268,196,55,48,275,217,2117,337
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3486,274,251,175,142,107,173,133,45,79,248,182,102,181,2525,303
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3494,390,341,222,561,251,363,301,451,278,474,235,49,61,1255,397
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2150,365,71,84,385,223,81,65,96,82,233,173,3,5,1281,331
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4224,506,338,223,787,435,215,246,384,225,235,194,184,250,2081,502
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",3045,608,173,111,205,122,522,400,86,73,173,134,39,41,1847,442
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2160,235,60,46,13,18,201,147,261,215,85,77,49,52,1491,307
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5583,479,48,74,101,77,332,323,101,142,415,263,102,125,4484,545
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",3894,420,202,127,197,182,76,84,94,106,432,320,18,37,2875,458
1400000US13013180401,13013180401,"Census Tract 1804.01, Barrow County, Georgia",4726,644,283,243,84,79,139,148,153,118,415,426,53,64,3599,647
1400000US13013180402,13013180402,"Census Tract 1804.02, Barrow County, Georgia",5901,536,146,107,471,255,308,201,423,291,772,329,249,158,3532,568
1400000US13013180501,13013180501,"Census Tract 1805.01, Barrow County, Georgia",5510,503,516,513,143,156,538,442,113,137,477,397,403,291,3320,620
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4583,579,492,279,692,494,133,134,224,177,244,116,335,251,2463,451
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",4990,664,632,592,80,49,172,242,255,298,137,87,152,190,3562,496
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1627,198,20,24,103,112,81,112,0,13,57,73,0,13,1366,235
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9403,862,419,257,508,385,370,226,185,174,1287,628,194,217,6440,869
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",11857,867,856,518,1355,487,506,284,583,324,1157,451,249,183,7151,958
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",7781,769,452,248,1301,669,607,548,113,70,349,272,326,438,4633,702
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",8453,819,460,249,877,530,1011,542,323,250,659,280,136,155,4987,793
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",8545,753,666,374,1378,865,440,358,261,196,529,299,299,268,4972,636
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",7608,806,812,418,876,436,316,260,368,338,802,385,335,282,4099,839
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",8770,726,1421,763,272,172,390,218,839,483,623,375,36,43,5189,709
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",6183,631,246,215,498,265,388,235,834,366,607,400,149,120,3461,581
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3185,339,154,148,153,124,80,86,133,97,132,105,42,66,2491,334
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2780,362,253,139,490,302,209,130,80,74,400,288,67,82,1281,254
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5375,483,183,90,628,355,268,116,191,114,353,180,238,142,3514,462
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2547,352,228,193,318,180,55,71,123,110,170,107,119,130,1534,343
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6033,507,190,204,402,293,66,54,445,315,482,251,96,81,4352,529
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",8599,581,138,113,174,101,282,187,261,219,448,299,107,86,7189,566
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2557,368,307,231,313,248,140,102,209,191,194,175,51,62,1343,244
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1740,317,165,166,179,91,252,203,213,161,279,194,55,54,597,198
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",3670,426,667,312,614,235,299,210,217,127,513,356,31,36,1329,280
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3677,518,847,456,537,277,420,392,327,233,294,183,150,156,1102,273
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",5566,546,906,458,1023,584,251,138,253,156,198,150,459,314,2476,613
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1571,257,105,79,232,156,180,118,158,173,24,28,108,78,764,197
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",4096,420,336,173,1102,440,156,109,497,236,393,177,291,183,1321,341
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",3119,376,306,214,268,121,531,374,340,189,115,106,247,207,1312,387
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2526,309,394,281,126,112,173,136,145,115,389,206,48,59,1251,319
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",3941,441,380,219,591,339,305,217,167,137,301,165,117,123,2080,474
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3522,348,409,266,393,182,106,85,111,95,437,250,164,125,1902,371
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1766,303,567,266,486,191,104,76,239,176,216,153,4,7,150,77
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",2066,212,142,82,444,196,75,45,105,71,150,101,45,52,1105,260
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",816,163,132,66,162,126,136,106,0,13,101,94,0,13,285,105
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2236,326,510,258,625,330,291,163,93,79,156,97,45,50,516,202
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",1562,260,449,173,546,254,74,57,173,171,184,158,0,13,136,81
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1388,253,296,167,237,109,94,65,86,75,42,47,44,49,589,153
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",3738,489,452,310,520,279,397,307,43,47,299,201,57,70,1970,456
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",2101,414,579,254,472,293,154,118,120,105,386,297,48,53,342,171
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1319,308,239,177,325,159,76,56,47,52,207,148,87,136,338,276
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2595,317,346,156,244,140,220,224,258,191,68,42,221,204,1238,320
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4566,549,828,429,615,306,249,219,215,174,386,253,62,117,2211,414
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3359,388,233,148,196,154,143,79,106,68,242,128,203,211,2236,385
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",2045,384,138,67,164,83,122,100,78,50,30,48,58,57,1455,378
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4706,423,176,153,58,48,279,229,211,136,337,227,26,24,3619,385
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",1956,172,192,208,17,25,156,113,0,13,289,190,45,63,1257,196
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",4642,407,238,139,436,292,482,317,134,109,171,103,103,102,3078,380
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2114,395,264,221,350,219,112,112,207,184,128,103,17,29,1036,325
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",3331,442,884,434,658,251,182,170,299,165,111,71,17,19,1180,401
1400000US13021012400,13021012400,"Census Tract 124, Bibb County, Georgia",3384,429,492,285,393,201,164,157,213,116,519,320,183,158,1420,373
1400000US13021012500,13021012500,"Census Tract 125, Bibb County, Georgia",3493,458,530,284,1085,420,568,342,120,107,232,178,62,64,896,235
1400000US13021012600,13021012600,"Census Tract 126, Bibb County, Georgia",5179,603,630,294,1114,435,595,307,715,558,642,324,426,361,1057,264
1400000US13021012700,13021012700,"Census Tract 127, Bibb County, Georgia",1973,369,602,279,576,228,83,46,173,126,156,109,37,40,346,155
1400000US13021012800,13021012800,"Census Tract 128, Bibb County, Georgia",3817,750,1241,507,958,403,377,242,352,363,88,89,170,167,631,304
1400000US13021012900,13021012900,"Census Tract 129, Bibb County, Georgia",2130,367,435,256,784,355,462,260,77,99,127,72,32,50,213,98
1400000US13021013101,13021013101,"Census Tract 131.01, Bibb County, Georgia",6167,834,1162,460,1065,551,723,714,362,236,1267,636,167,117,1421,310
1400000US13021013102,13021013102,"Census Tract 131.02, Bibb County, Georgia",3869,474,337,228,375,220,275,167,581,371,307,234,79,109,1915,317
1400000US13021013201,13021013201,"Census Tract 132.01, Bibb County, Georgia",5255,687,483,278,544,273,836,449,280,187,940,630,100,113,2072,682
1400000US13021013202,13021013202,"Census Tract 132.02, Bibb County, Georgia",2567,588,433,218,533,459,252,232,205,191,190,150,106,140,848,258
1400000US13021013302,13021013302,"Census Tract 133.02, Bibb County, Georgia",4096,383,402,237,360,163,184,94,297,162,221,133,143,102,2489,321
1400000US13021013407,13021013407,"Census Tract 134.07, Bibb County, Georgia",3946,531,170,188,438,376,341,310,239,191,325,233,135,174,2298,433
1400000US13021013408,13021013408,"Census Tract 134.08, Bibb County, Georgia",4771,360,45,72,0,13,0,13,44,51,241,196,0,13,4441,404
1400000US13021013409,13021013409,"Census Tract 134.09, Bibb County, Georgia",4142,513,393,265,132,187,474,444,0,13,372,237,107,90,2664,504
1400000US13021013410,13021013410,"Census Tract 134.10, Bibb County, Georgia",5753,477,140,136,0,19,176,215,35,44,35,41,12,19,5355,553
1400000US13021013411,13021013411,"Census Tract 134.11, Bibb County, Georgia",3493,384,257,194,237,154,62,70,184,200,71,78,13,22,2669,474
1400000US13021013502,13021013502,"Census Tract 135.02, Bibb County, Georgia",1923,279,86,89,229,136,37,27,168,121,290,190,9,13,1104,215
1400000US13021013503,13021013503,"Census Tract 135.03, Bibb County, Georgia",2477,332,63,65,164,135,318,242,299,175,54,51,0,13,1579,318
1400000US13021013504,13021013504,"Census Tract 135.04, Bibb County, Georgia",8010,516,80,67,162,169,115,114,325,289,211,160,274,243,6843,552
1400000US13021013603,13021013603,"Census Tract 136.03, Bibb County, Georgia",2917,538,35,44,661,627,105,83,0,13,287,245,0,13,1829,418
1400000US13021013604,13021013604,"Census Tract 136.04, Bibb County, Georgia",5161,516,280,262,163,137,314,444,147,150,200,178,38,62,4019,431
1400000US13021013605,13021013605,"Census Tract 136.05, Bibb County, Georgia",5719,538,200,167,369,427,235,207,124,145,329,216,309,260,4153,631
1400000US13021013606,13021013606,"Census Tract 136.06, Bibb County, Georgia",5908,546,65,69,134,99,0,19,266,190,135,117,193,300,5115,621
1400000US13021013700,13021013700,"Census Tract 137, Bibb County, Georgia",2354,357,579,268,351,211,135,72,245,244,80,59,7,11,957,221
1400000US13021013800,13021013800,"Census Tract 138, Bibb County, Georgia",2068,251,709,315,366,230,346,199,286,170,121,135,0,13,240,144
1400000US13021013900,13021013900,"Census Tract 139, Bibb County, Georgia",1947,304,183,166,568,279,92,77,134,132,179,136,0,13,791,221
1400000US13023790100,13023790100,"Census Tract 7901, Bleckley County, Georgia",4311,424,343,197,511,328,242,176,108,87,216,164,225,159,2666,486
1400000US13023790200,13023790200,"Census Tract 7902, Bleckley County, Georgia",2924,475,377,177,316,205,377,247,18,29,258,202,0,13,1578,386
1400000US13023790300,13023790300,"Census Tract 7903, Bleckley County, Georgia",4348,560,190,156,450,233,98,87,204,126,483,384,16,26,2907,528
1400000US13025960100,13025960100,"Census Tract 9601, Brantley County, Georgia",7280,597,754,406,810,370,369,353,395,328,1308,537,7,13,3637,710
1400000US13025960200,13025960200,"Census Tract 9602, Brantley County, Georgia",5483,685,390,242,948,414,180,163,533,338,533,314,387,211,2512,617
1400000US13025960300,13025960300,"Census Tract 9603, Brantley County, Georgia",5293,601,383,332,690,342,348,344,431,306,137,85,259,218,3045,532
1400000US13027960200,13027960200,"Census Tract 9602, Brooks County, Georgia",1474,241,91,67,161,90,96,71,175,120,33,32,30,36,888,176
1400000US13027960300,13027960300,"Census Tract 9603, Brooks County, Georgia",5356,468,284,179,714,339,191,142,256,193,345,243,277,184,3289,482
1400000US13027960400,13027960400,"Census Tract 9604, Brooks County, Georgia",3879,466,527,356,512,270,184,135,396,315,573,290,216,248,1471,305
1400000US13027960500,13027960500,"Census Tract 9605, Brooks County, Georgia",2549,385,454,268,325,150,266,205,212,151,427,293,63,74,802,271
1400000US13027960600,13027960600,"Census Tract 9606, Brooks County, Georgia",2551,420,222,142,235,152,171,153,153,191,254,214,84,92,1432,390
1400000US13029920101,13029920101,"Census Tract 9201.01, Bryan County, Georgia",4278,490,250,159,616,363,288,173,263,244,351,274,133,138,2377,400
1400000US13029920102,13029920102,"Census Tract 9201.02, Bryan County, Georgia",5561,518,697,309,675,322,381,315,356,209,208,143,104,94,3140,526
1400000US13029920301,13029920301,"Census Tract 9203.01, Bryan County, Georgia",2016,377,60,84,20,34,148,153,0,13,203,195,0,13,1585,326
1400000US13029920303,13029920303,"Census Tract 9203.03, Bryan County, Georgia",4900,460,350,208,598,418,106,78,263,190,243,269,292,273,3048,556
1400000US13029920305,13029920305,"Census Tract 9203.05, Bryan County, Georgia",3867,400,181,168,49,60,99,156,75,117,18,41,0,13,3445,387
1400000US13029920306,13029920306,"Census Tract 9203.06, Bryan County, Georgia",9811,621,80,69,110,86,156,153,185,180,219,422,44,74,9017,503
1400000US13029980000,13029980000,"Census Tract 9800, Bryan County, Georgia",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13031110100,13031110100,"Census Tract 1101, Bulloch County, Georgia",3827,433,451,232,654,255,78,61,260,146,166,107,179,133,2039,329
1400000US13031110200,13031110200,"Census Tract 1102, Bulloch County, Georgia",6919,637,557,311,1040,556,270,195,300,260,589,393,0,19,4163,555
1400000US13031110300,13031110300,"Census Tract 1103, Bulloch County, Georgia",8062,512,862,393,728,340,171,133,205,158,743,372,67,66,5286,606
1400000US13031110401,13031110401,"Census Tract 1104.01, Bulloch County, Georgia",3573,382,676,222,441,183,199,104,274,161,489,276,271,212,1223,260
1400000US13031110403,13031110403,"Census Tract 1104.03, Bulloch County, Georgia",6410,730,3576,652,1049,370,241,244,332,178,138,88,93,85,981,325
1400000US13031110404,13031110404,"Census Tract 1104.04, Bulloch County, Georgia",2878,625,2283,625,316,132,51,57,23,39,39,51,6,10,160,118
1400000US13031110500,13031110500,"Census Tract 1105, Bulloch County, Georgia",4706,509,997,271,646,322,283,200,474,304,368,181,39,57,1899,342
1400000US13031110601,13031110601,"Census Tract 1106.01, Bulloch County, Georgia",6161,662,448,278,722,506,603,400,192,136,334,181,14,22,3848,699
1400000US13031110602,13031110602,"Census Tract 1106.02, Bulloch County, Georgia",3852,365,854,467,403,281,426,308,312,254,185,156,6,10,1666,438
1400000US13031110700,13031110700,"Census Tract 1107, Bulloch County, Georgia",9652,758,1245,353,859,557,239,194,353,200,356,260,315,231,6285,708
1400000US13031110800,13031110800,"Census Tract 1108, Bulloch County, Georgia",2454,295,225,115,341,270,65,62,130,77,282,175,92,61,1319,259
1400000US13031110900,13031110900,"Census Tract 1109, Bulloch County, Georgia",6962,571,483,434,652,232,631,379,379,268,245,150,226,216,4346,529
1400000US13033950100,13033950100,"Census Tract 9501, Burke County, Georgia",6179,572,911,500,871,339,344,237,627,364,756,446,87,67,2583,571
1400000US13033950200,13033950200,"Census Tract 9502, Burke County, Georgia",2631,360,343,196,308,193,195,123,238,135,302,195,47,53,1198,296
1400000US13033950400,13033950400,"Census Tract 9504, Burke County, Georgia",4709,337,846,340,1022,297,263,194,359,207,251,126,266,200,1702,406
1400000US13033950500,13033950500,"Census Tract 9505, Burke County, Georgia",4788,602,1241,506,473,266,187,135,210,139,304,209,76,84,2297,443
1400000US13033950700,13033950700,"Census Tract 9507, Burke County, Georgia",3066,399,406,210,477,207,188,108,151,117,211,113,218,233,1415,328
1400000US13033950900,13033950900,"Census Tract 9509, Burke County, Georgia",1630,250,94,61,126,81,144,96,193,126,136,66,23,28,914,246
1400000US13035150100,13035150100,"Census Tract 1501, Butts County, Georgia",8014,533,277,136,527,308,227,133,436,325,323,235,252,175,5972,566
1400000US13035150200,13035150200,"Census Tract 1502, Butts County, Georgia",7623,584,447,311,832,387,449,287,587,371,941,447,204,129,4163,888
1400000US13035150300,13035150300,"Census Tract 1503, Butts County, Georgia",5785,476,580,322,134,114,319,261,79,63,835,459,135,139,3703,530
1400000US13037950100,13037950100,"Census Tract 9501, Calhoun County, Georgia",2575,787,444,387,441,306,229,76,200,141,104,71,39,27,1118,172
1400000US13037950200,13037950200,"Census Tract 9502, Calhoun County, Georgia",2540,815,363,184,598,250,142,74,345,192,200,150,20,22,872,280
1400000US13039010100,13039010100,"Census Tract 101, Camden County, Georgia",2917,390,299,182,167,92,228,223,114,127,284,208,45,55,1780,349
1400000US13039010200,13039010200,"Census Tract 102, Camden County, Georgia",5216,470,365,193,446,220,124,78,102,76,173,108,133,118,3873,532
1400000US13039010301,13039010301,"Census Tract 103.01, Camden County, Georgia",7956,562,984,463,718,281,374,232,310,145,546,258,198,152,4826,675
1400000US13039010302,13039010302,"Census Tract 103.02, Camden County, Georgia",4359,449,236,149,721,325,234,123,247,191,229,148,117,94,2575,404
1400000US13039010401,13039010401,"Census Tract 104.01, Camden County, Georgia",10404,767,650,378,751,358,195,164,332,296,426,420,128,113,7922,948
1400000US13039010402,13039010402,"Census Tract 104.02, Camden County, Georgia",4826,418,140,99,109,132,31,48,112,107,217,183,40,63,4177,488
1400000US13039010403,13039010403,"Census Tract 104.03, Camden County, Georgia",3680,298,184,171,163,169,0,13,7,12,155,156,97,89,3074,338
1400000US13039010500,13039010500,"Census Tract 105, Camden County, Georgia",1593,311,63,80,102,108,18,35,65,92,394,279,35,55,916,280
1400000US13039010601,13039010601,"Census Tract 106.01, Camden County, Georgia",7160,621,735,394,873,489,339,221,458,211,596,371,394,286,3765,748
1400000US13039010602,13039010602,"Census Tract 106.02, Camden County, Georgia",718,138,33,32,157,186,26,24,22,35,7,13,0,13,473,157
1400000US13039990000,13039990000,"Census Tract 9900, Camden County, Georgia",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13043950100,13043950100,"Census Tract 9501, Candler County, Georgia",4722,418,128,94,1047,393,284,163,203,164,711,312,269,189,2080,459
1400000US13043950200,13043950200,"Census Tract 9502, Candler County, Georgia",3407,373,162,93,248,153,427,198,101,108,212,134,7,10,2250,437
1400000US13043950300,13043950300,"Census Tract 9503, Candler County, Georgia",2473,385,285,151,397,237,277,206,302,132,569,264,70,114,573,195
1400000US13045910101,13045910101,"Census Tract 9101.01, Carroll County, Georgia",5919,451,764,298,246,224,413,293,338,229,557,218,322,166,3279,423
1400000US13045910103,13045910103,"Census Tract 9101.03, Carroll County, Georgia",4715,530,431,173,142,94,249,177,172,195,201,135,142,151,3378,542
1400000US13045910104,13045910104,"Census Tract 9101.04, Carroll County, Georgia",8822,751,41,36,740,404,286,208,423,394,817,519,218,167,6297,997
1400000US13045910200,13045910200,"Census Tract 9102, Carroll County, Georgia",12162,884,506,234,1250,495,845,487,738,336,835,401,402,255,7586,849
1400000US13045910300,13045910300,"Census Tract 9103, Carroll County, Georgia",6260,618,210,97,639,289,263,145,743,417,943,540,542,307,2920,432
1400000US13045910400,13045910400,"Census Tract 9104, Carroll County, Georgia",3408,366,216,118,441,304,141,149,232,128,374,199,115,118,1889,316
1400000US13045910501,13045910501,"Census Tract 9105.01, Carroll County, Georgia",5819,617,1000,394,1057,362,309,221,607,288,371,238,184,192,2291,434
1400000US13045910502,13045910502,"Census Tract 9105.02, Carroll County, Georgia",2966,475,452,174,720,321,582,331,291,216,356,249,61,66,504,225
1400000US13045910600,13045910600,"Census Tract 9106, Carroll County, Georgia",5798,661,990,624,431,248,114,87,130,110,342,210,115,85,3676,603
1400000US13045910701,13045910701,"Census Tract 9107.01, Carroll County, Georgia",8644,743,802,473,1116,368,723,568,197,216,641,298,184,188,4981,611
1400000US13045910702,13045910702,"Census Tract 9107.02, Carroll County, Georgia",6813,579,265,220,159,167,317,200,113,128,136,81,18,27,5805,647
1400000US13045910703,13045910703,"Census Tract 9107.03, Carroll County, Georgia",7925,642,819,319,304,220,1018,542,381,302,776,479,303,288,4324,578
1400000US13045910800,13045910800,"Census Tract 9108, Carroll County, Georgia",4177,375,92,85,261,134,252,197,418,235,265,227,104,137,2785,364
1400000US13045910900,13045910900,"Census Tract 9109, Carroll County, Georgia",4067,556,522,382,212,171,177,199,184,126,337,149,74,69,2561,371
1400000US13045911000,13045911000,"Census Tract 9110, Carroll County, Georgia",6276,532,239,137,936,346,573,289,62,45,649,365,188,190,3629,497
1400000US13045911100,13045911100,"Census Tract 9111, Carroll County, Georgia",7307,672,1013,383,859,429,204,129,427,371,712,425,243,185,3849,482
1400000US13045911200,13045911200,"Census Tract 9112, Carroll County, Georgia",5919,615,635,397,591,314,142,95,268,201,599,287,598,332,3086,487
1400000US13047030100,13047030100,"Census Tract 301, Catoosa County, Georgia",6742,654,446,388,707,349,599,363,440,337,812,350,148,140,3590,498
1400000US13047030201,13047030201,"Census Tract 302.01, Catoosa County, Georgia",4784,458,102,87,391,202,127,80,262,189,495,248,328,255,3079,582
1400000US13047030202,13047030202,"Census Tract 302.02, Catoosa County, Georgia",6088,556,165,133,268,111,686,395,108,91,347,234,85,140,4429,652
1400000US13047030301,13047030301,"Census Tract 303.01, Catoosa County, Georgia",7107,526,185,157,807,511,449,350,339,302,232,145,71,116,5024,577
1400000US13047030303,13047030303,"Census Tract 303.03, Catoosa County, Georgia",3929,352,187,137,248,199,233,215,194,164,131,186,350,261,2586,384
1400000US13047030304,13047030304,"Census Tract 303.04, Catoosa County, Georgia",3514,356,142,155,0,13,161,139,0,13,115,87,84,80,3012,435
