GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3202,336,86,76,352,293,22,25,270,180,200,134,168,182,2104,410
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3394,446,216,121,430,218,503,294,361,210,345,194,147,135,1392,467
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2546,332,236,110,354,231,143,88,258,129,403,253,15,17,1137,229
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4366,388,349,268,1012,534,440,364,127,132,613,307,121,124,1704,382
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",2708,318,174,123,221,157,53,31,232,162,153,151,0,13,1875,273
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2167,175,40,37,111,103,75,96,245,212,123,84,42,48,1531,235
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5507,427,212,185,424,294,105,91,333,324,689,421,60,90,3684,630
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",4323,438,209,145,376,289,217,201,486,385,627,295,155,165,2253,401
1400000US13013180401,13013180401,"Census Tract 1804.01, Barrow County, Georgia",5449,632,69,68,343,267,401,203,205,150,437,222,142,118,3852,558
1400000US13013180402,13013180402,"Census Tract 1804.02, Barrow County, Georgia",6083,699,126,114,457,248,419,307,917,246,362,241,109,109,3693,687
1400000US13013180501,13013180501,"Census Tract 1805.01, Barrow County, Georgia",5693,537,631,519,346,250,243,180,171,180,274,219,305,239,3723,678
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4548,454,303,217,531,277,68,51,297,185,335,164,57,56,2957,364
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",5580,856,707,715,246,182,98,108,100,110,198,157,74,55,4157,556
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1474,221,29,29,34,33,203,198,6,11,117,93,154,190,931,186
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9193,800,329,171,534,332,422,224,536,362,747,385,141,204,6484,748
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",11690,908,600,359,1349,540,617,383,910,527,852,397,146,110,7216,952
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",6640,569,394,242,604,366,216,182,130,99,774,316,155,162,4367,474
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",9301,1287,459,328,520,476,1012,748,546,382,1142,614,215,185,5407,945
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",8411,805,800,540,1043,747,452,320,739,481,481,359,533,408,4363,572
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",8135,894,997,495,1183,658,344,331,283,178,509,355,251,196,4568,660
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",9307,750,1537,800,494,267,347,202,1025,696,369,234,66,77,5469,664
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",7002,648,174,142,426,224,958,541,380,359,802,459,257,209,4005,803
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3456,373,198,114,471,353,168,86,174,130,362,255,37,47,2046,312
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2823,327,292,196,546,288,438,261,147,114,141,89,28,33,1231,273
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5701,443,343,171,681,364,508,258,104,62,547,289,313,174,3205,343
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",3236,356,353,249,296,195,30,29,286,207,235,128,169,150,1867,284
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6304,664,300,168,179,179,226,234,113,140,715,440,81,83,4690,621
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",7677,614,259,154,395,327,628,295,6,7,374,223,138,142,5877,617
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2664,315,447,207,412,258,108,71,180,112,209,130,18,21,1290,293
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1724,215,319,180,137,75,52,42,82,62,110,73,60,41,964,222
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",3294,434,480,275,511,218,223,173,308,186,244,190,112,83,1416,347
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3909,472,985,386,652,313,351,290,148,178,453,215,298,275,1022,348
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",5481,493,721,280,1360,601,214,114,223,126,289,186,292,252,2382,413
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1844,220,115,74,279,150,102,60,165,120,40,47,98,64,1045,216
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",3856,428,584,289,553,318,292,162,428,197,256,150,190,117,1553,339
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",3141,299,205,129,284,126,292,191,176,111,185,165,11,17,1988,385
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2863,360,462,276,567,253,239,177,246,197,152,122,29,24,1168,314
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",3378,365,462,238,324,184,322,177,162,135,257,170,31,38,1820,310
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3737,341,559,237,529,224,150,84,186,145,622,293,98,89,1593,320
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1495,299,631,298,379,160,76,54,37,31,65,43,19,15,288,136
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",1941,257,190,170,174,81,108,77,145,78,343,174,45,57,936,239
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",756,153,78,53,89,54,127,85,87,82,94,65,12,17,269,98
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2171,383,731,337,532,237,216,114,146,107,175,101,51,52,320,172
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",1723,196,790,187,500,150,128,81,86,94,26,17,0,13,193,110
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1463,210,231,84,139,82,46,41,77,54,91,56,41,44,838,168
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",4552,489,599,315,1355,413,343,210,95,104,238,168,11,17,1911,445
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",1933,241,538,175,542,180,179,141,178,93,145,81,58,52,293,132
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1198,247,188,102,450,191,135,65,108,96,171,155,18,71,128,88
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2518,273,251,141,381,151,125,90,268,212,211,128,141,87,1141,203
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4467,559,539,296,400,185,203,179,628,456,413,283,268,230,2016,413
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3444,345,138,88,449,262,222,103,182,95,121,71,41,48,2291,334
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",1860,358,149,99,317,168,113,107,117,95,93,82,52,62,1019,350
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4379,492,239,210,90,62,220,133,143,125,483,261,27,24,3177,417
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",1703,295,43,36,59,50,150,107,31,37,210,266,25,44,1185,191
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",5007,587,90,68,398,299,522,318,175,132,527,323,188,131,3107,430
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2380,365,209,104,712,344,107,98,182,136,86,68,52,45,1032,259
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",2537,385,901,385,540,233,160,105,163,144,102,104,22,22,649,202
1400000US13021012400,13021012400,"Census Tract 124, Bibb County, Georgia",4202,397,1380,409,609,208,145,151,368,226,298,184,224,170,1178,276
1400000US13021012500,13021012500,"Census Tract 125, Bibb County, Georgia",3006,464,318,174,1106,405,343,274,129,95,250,142,12,19,848,243
1400000US13021012600,13021012600,"Census Tract 126, Bibb County, Georgia",4870,527,949,369,1130,420,543,281,313,241,321,168,304,288,1310,437
1400000US13021012700,13021012700,"Census Tract 127, Bibb County, Georgia",2157,318,821,255,508,239,51,28,184,128,153,85,138,145,302,122
1400000US13021012800,13021012800,"Census Tract 128, Bibb County, Georgia",3582,706,1546,606,515,244,366,223,37,53,253,277,78,61,787,348
1400000US13021012900,13021012900,"Census Tract 129, Bibb County, Georgia",1716,242,308,123,564,219,58,45,233,148,254,103,5,8,294,150
1400000US13021013101,13021013101,"Census Tract 131.01, Bibb County, Georgia",5731,899,1405,518,1253,701,311,210,709,430,810,353,136,79,1107,277
1400000US13021013102,13021013102,"Census Tract 131.02, Bibb County, Georgia",4278,666,387,261,1290,787,308,283,273,237,480,373,45,56,1495,427
1400000US13021013201,13021013201,"Census Tract 132.01, Bibb County, Georgia",6046,1012,657,348,1021,386,450,317,190,201,912,517,951,921,1865,512
1400000US13021013202,13021013202,"Census Tract 132.02, Bibb County, Georgia",2884,539,847,398,338,264,376,255,270,179,120,81,229,228,704,259
1400000US13021013302,13021013302,"Census Tract 133.02, Bibb County, Georgia",3731,485,269,127,647,355,190,164,282,229,233,159,71,51,2039,420
1400000US13021013407,13021013407,"Census Tract 134.07, Bibb County, Georgia",4666,669,262,201,729,442,339,278,163,115,335,241,133,99,2705,493
1400000US13021013408,13021013408,"Census Tract 134.08, Bibb County, Georgia",4535,289,147,114,65,101,0,13,51,49,249,179,10,16,4013,309
1400000US13021013409,13021013409,"Census Tract 134.09, Bibb County, Georgia",3807,395,150,129,8,13,292,292,116,134,519,346,205,199,2517,419
1400000US13021013410,13021013410,"Census Tract 134.10, Bibb County, Georgia",5151,349,80,109,41,46,36,41,18,29,28,42,0,18,4948,362
1400000US13021013411,13021013411,"Census Tract 134.11, Bibb County, Georgia",3768,490,443,225,176,129,24,38,95,111,89,102,72,95,2869,382
1400000US13021013502,13021013502,"Census Tract 135.02, Bibb County, Georgia",1755,292,69,36,258,212,108,52,174,137,117,75,0,13,1029,158
1400000US13021013503,13021013503,"Census Tract 135.03, Bibb County, Georgia",2754,365,343,178,299,195,113,106,140,144,272,207,10,16,1577,356
1400000US13021013504,13021013504,"Census Tract 135.04, Bibb County, Georgia",8420,620,477,252,377,294,338,355,289,245,205,130,146,211,6588,641
1400000US13021013603,13021013603,"Census Tract 136.03, Bibb County, Georgia",3680,505,41,43,747,413,180,170,235,312,25,29,0,13,2452,429
1400000US13021013604,13021013604,"Census Tract 136.04, Bibb County, Georgia",5202,487,265,207,461,318,366,307,84,104,249,178,0,18,3777,465
1400000US13021013605,13021013605,"Census Tract 136.05, Bibb County, Georgia",4727,641,37,57,152,139,238,248,459,382,119,101,193,193,3529,559
1400000US13021013606,13021013606,"Census Tract 136.06, Bibb County, Georgia",6109,548,241,207,122,104,0,18,66,77,696,335,378,361,4606,688
1400000US13021013700,13021013700,"Census Tract 137, Bibb County, Georgia",1898,273,345,135,309,133,197,74,182,105,95,58,37,40,733,202
1400000US13021013800,13021013800,"Census Tract 138, Bibb County, Georgia",2139,304,817,324,311,155,121,85,138,146,387,208,0,13,365,153
1400000US13021013900,13021013900,"Census Tract 139, Bibb County, Georgia",1855,240,402,197,528,188,101,84,134,78,147,143,9,14,534,207
1400000US13023790100,13023790100,"Census Tract 7901, Bleckley County, Georgia",4621,382,396,258,272,155,293,201,48,44,549,242,188,120,2875,459
1400000US13023790200,13023790200,"Census Tract 7902, Bleckley County, Georgia",2319,312,467,229,316,173,208,138,73,93,295,189,61,65,899,303
1400000US13023790300,13023790300,"Census Tract 7903, Bleckley County, Georgia",4213,386,233,137,932,308,117,47,249,129,424,221,16,25,2242,325
1400000US13025960100,13025960100,"Census Tract 9601, Brantley County, Georgia",7242,588,948,378,683,321,456,341,792,534,1352,585,143,133,2868,593
1400000US13025960200,13025960200,"Census Tract 9602, Brantley County, Georgia",5656,602,521,252,575,308,546,350,453,254,525,236,162,100,2874,513
1400000US13025960300,13025960300,"Census Tract 9603, Brantley County, Georgia",5219,548,468,314,617,338,364,288,668,335,236,228,176,146,2690,458
1400000US13027960200,13027960200,"Census Tract 9602, Brooks County, Georgia",1579,223,114,60,181,97,39,26,148,84,109,55,110,112,878,164
1400000US13027960300,13027960300,"Census Tract 9603, Brooks County, Georgia",5494,350,670,296,1079,440,192,83,308,212,296,146,148,131,2801,431
1400000US13027960400,13027960400,"Census Tract 9604, Brooks County, Georgia",3348,249,621,237,424,194,158,103,196,154,343,137,158,156,1448,240
1400000US13027960500,13027960500,"Census Tract 9605, Brooks County, Georgia",2749,268,340,212,359,169,183,132,379,244,381,208,118,133,989,306
1400000US13027960600,13027960600,"Census Tract 9606, Brooks County, Georgia",2277,284,307,158,170,156,127,80,51,58,281,194,240,194,1101,247
1400000US13029920101,13029920101,"Census Tract 9201.01, Bryan County, Georgia",5085,612,353,202,467,237,611,349,217,250,508,426,392,296,2537,351
1400000US13029920102,13029920102,"Census Tract 9201.02, Bryan County, Georgia",5713,502,497,330,1149,652,345,263,215,113,283,197,49,44,3175,547
1400000US13029920301,13029920301,"Census Tract 9203.01, Bryan County, Georgia",2013,268,55,52,183,111,147,138,100,91,74,75,8,12,1446,242
1400000US13029920303,13029920303,"Census Tract 9203.03, Bryan County, Georgia",5954,441,354,286,691,395,281,207,226,173,451,353,204,136,3747,589
1400000US13029920305,13029920305,"Census Tract 9203.05, Bryan County, Georgia",4509,439,75,102,137,176,123,161,95,94,153,150,0,13,3926,450
1400000US13029920306,13029920306,"Census Tract 9203.06, Bryan County, Georgia",9723,794,284,206,242,163,180,191,47,139,341,271,253,193,8376,873
1400000US13029980000,13029980000,"Census Tract 9800, Bryan County, Georgia",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13031110100,13031110100,"Census Tract 1101, Bulloch County, Georgia",3761,369,555,223,322,176,87,68,347,197,399,206,116,78,1935,313
1400000US13031110200,13031110200,"Census Tract 1102, Bulloch County, Georgia",6775,573,748,414,1396,522,169,177,267,202,515,444,0,18,3680,489
1400000US13031110300,13031110300,"Census Tract 1103, Bulloch County, Georgia",8290,620,1324,653,549,374,172,151,184,173,900,516,22,31,5139,633
1400000US13031110401,13031110401,"Census Tract 1104.01, Bulloch County, Georgia",3297,367,664,192,664,307,188,127,213,138,269,142,106,110,1193,276
1400000US13031110403,13031110403,"Census Tract 1104.03, Bulloch County, Georgia",7001,548,2849,508,1511,378,492,297,556,321,216,140,160,136,1217,358
1400000US13031110404,13031110404,"Census Tract 1104.04, Bulloch County, Georgia",2107,420,1317,423,394,164,53,60,14,22,46,54,0,18,283,154
1400000US13031110500,13031110500,"Census Tract 1105, Bulloch County, Georgia",4752,436,1409,331,843,340,224,136,266,179,229,160,225,190,1556,321
1400000US13031110601,13031110601,"Census Tract 1106.01, Bulloch County, Georgia",6702,576,549,335,1007,544,422,323,614,383,161,100,344,287,3605,602
1400000US13031110602,13031110602,"Census Tract 1106.02, Bulloch County, Georgia",3830,395,502,205,691,282,281,235,152,110,123,89,283,225,1798,332
1400000US13031110700,13031110700,"Census Tract 1107, Bulloch County, Georgia",10346,781,1392,570,1357,689,312,240,533,329,440,266,171,184,6141,871
1400000US13031110800,13031110800,"Census Tract 1108, Bulloch County, Georgia",2526,306,299,167,315,235,162,119,196,177,320,220,60,49,1174,183
1400000US13031110900,13031110900,"Census Tract 1109, Bulloch County, Georgia",6849,715,778,462,359,239,326,262,369,253,355,212,18,29,4644,706
1400000US13033950100,13033950100,"Census Tract 9501, Burke County, Georgia",5123,492,802,492,1007,417,171,179,128,93,262,212,100,96,2653,433
1400000US13033950200,13033950200,"Census Tract 9502, Burke County, Georgia",2759,352,410,217,514,231,307,181,152,102,250,128,22,31,1104,341
1400000US13033950400,13033950400,"Census Tract 9504, Burke County, Georgia",5128,433,1171,410,848,371,295,155,307,189,454,228,66,88,1987,445
1400000US13033950500,13033950500,"Census Tract 9505, Burke County, Georgia",5281,345,656,419,892,408,43,37,126,143,577,314,200,127,2787,506
1400000US13033950700,13033950700,"Census Tract 9507, Burke County, Georgia",2717,345,401,150,226,109,274,148,72,55,184,121,238,217,1322,282
1400000US13033950900,13033950900,"Census Tract 9509, Burke County, Georgia",1701,221,53,32,151,54,199,100,195,97,130,56,154,130,819,132
1400000US13035150100,13035150100,"Census Tract 1501, Butts County, Georgia",7739,467,256,221,1049,613,274,157,92,61,230,135,237,137,5601,713
1400000US13035150200,13035150200,"Census Tract 1502, Butts County, Georgia",7581,617,783,394,1194,541,547,289,386,364,765,338,159,202,3747,703
1400000US13035150300,13035150300,"Census Tract 1503, Butts County, Georgia",5456,482,550,353,497,308,169,95,296,165,624,301,236,159,3084,457
1400000US13037950100,13037950100,"Census Tract 9501, Calhoun County, Georgia",1950,795,324,418,327,296,159,89,196,125,77,58,42,42,825,164
1400000US13037950200,13037950200,"Census Tract 9502, Calhoun County, Georgia",2672,794,473,194,800,331,123,62,266,133,159,82,35,26,816,360
1400000US13039010100,13039010100,"Census Tract 101, Camden County, Georgia",2545,341,172,137,160,110,120,113,137,143,402,257,45,50,1509,307
1400000US13039010200,13039010200,"Census Tract 102, Camden County, Georgia",4924,399,351,157,406,184,180,113,157,114,328,156,214,136,3288,387
1400000US13039010301,13039010301,"Census Tract 103.01, Camden County, Georgia",8306,538,482,306,813,341,930,431,445,210,625,343,191,205,4820,659
1400000US13039010302,13039010302,"Census Tract 103.02, Camden County, Georgia",4080,449,212,125,290,162,274,156,167,107,150,92,138,108,2849,458
1400000US13039010401,13039010401,"Census Tract 104.01, Camden County, Georgia",11973,673,572,461,601,373,753,504,351,382,906,585,431,391,8359,942
1400000US13039010402,13039010402,"Census Tract 104.02, Camden County, Georgia",5196,459,56,61,36,35,26,33,320,299,314,250,92,99,4352,445
1400000US13039010403,13039010403,"Census Tract 104.03, Camden County, Georgia",4094,399,275,328,177,135,12,20,10,16,252,256,78,110,3290,385
1400000US13039010500,13039010500,"Census Tract 105, Camden County, Georgia",1545,253,198,114,252,174,55,49,165,102,241,193,23,37,611,198
1400000US13039010601,13039010601,"Census Tract 106.01, Camden County, Georgia",6181,563,945,499,257,140,462,229,392,238,639,456,104,122,3382,570
1400000US13039010602,13039010602,"Census Tract 106.02, Camden County, Georgia",880,156,109,106,1,3,20,23,80,67,40,36,8,14,622,119
1400000US13039990000,13039990000,"Census Tract 9900, Camden County, Georgia",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13043950100,13043950100,"Census Tract 9501, Candler County, Georgia",5067,315,672,275,1071,343,467,219,349,164,480,218,92,86,1936,402
1400000US13043950200,13043950200,"Census Tract 9502, Candler County, Georgia",3513,339,514,274,417,249,512,205,194,146,9,11,78,74,1789,364
1400000US13043950300,13043950300,"Census Tract 9503, Candler County, Georgia",2098,265,416,227,308,132,79,48,218,105,202,139,89,90,786,188
1400000US13045910101,13045910101,"Census Tract 9101.01, Carroll County, Georgia",5940,496,1048,463,626,431,368,283,537,277,430,234,138,113,2793,494
1400000US13045910103,13045910103,"Census Tract 9101.03, Carroll County, Georgia",4932,401,278,135,151,106,439,261,215,242,389,179,261,232,3199,395
1400000US13045910104,13045910104,"Census Tract 9101.04, Carroll County, Georgia",9656,744,523,325,1225,561,244,180,301,199,495,340,103,105,6765,818
1400000US13045910200,13045910200,"Census Tract 9102, Carroll County, Georgia",12086,984,1033,539,1136,730,815,521,944,563,500,310,796,509,6862,1032
1400000US13045910300,13045910300,"Census Tract 9103, Carroll County, Georgia",5859,486,345,188,686,322,559,361,633,376,210,120,259,179,3167,512
1400000US13045910400,13045910400,"Census Tract 9104, Carroll County, Georgia",3269,301,224,119,322,146,67,31,234,107,365,176,136,120,1921,302
1400000US13045910501,13045910501,"Census Tract 9105.01, Carroll County, Georgia",6468,592,1106,320,1228,507,468,310,540,294,266,206,44,78,2816,507
1400000US13045910502,13045910502,"Census Tract 9105.02, Carroll County, Georgia",2935,430,514,260,695,292,630,362,122,114,359,209,119,80,496,220
1400000US13045910600,13045910600,"Census Tract 9106, Carroll County, Georgia",5878,626,957,434,586,323,339,217,150,146,303,278,93,112,3450,518
1400000US13045910701,13045910701,"Census Tract 9107.01, Carroll County, Georgia",7870,596,554,285,747,406,739,383,378,264,427,231,575,471,4450,681
1400000US13045910702,13045910702,"Census Tract 9107.02, Carroll County, Georgia",7422,854,1048,745,123,118,433,348,136,137,236,103,94,69,5352,707
1400000US13045910703,13045910703,"Census Tract 9107.03, Carroll County, Georgia",8764,1147,1338,582,639,380,1107,799,198,198,1135,687,497,326,3850,570
1400000US13045910800,13045910800,"Census Tract 9108, Carroll County, Georgia",4095,441,274,213,343,256,223,209,271,139,136,85,220,165,2628,363
1400000US13045910900,13045910900,"Census Tract 9109, Carroll County, Georgia",4088,418,204,112,408,214,361,309,265,153,164,89,109,107,2577,368
1400000US13045911000,13045911000,"Census Tract 9110, Carroll County, Georgia",6113,622,412,298,631,326,372,222,206,186,723,446,173,184,3596,609
1400000US13045911100,13045911100,"Census Tract 9111, Carroll County, Georgia",7544,808,805,313,936,463,795,537,173,130,583,459,165,153,4087,666
1400000US13045911200,13045911200,"Census Tract 9112, Carroll County, Georgia",5710,650,556,262,740,340,128,89,338,310,394,204,256,239,3298,585
1400000US13047030100,13047030100,"Census Tract 301, Catoosa County, Georgia",6416,664,433,269,690,385,226,188,302,224,364,248,103,100,4298,691
1400000US13047030201,13047030201,"Census Tract 302.01, Catoosa County, Georgia",4360,392,62,53,373,196,136,89,246,201,265,199,185,174,3093,399
1400000US13047030202,13047030202,"Census Tract 302.02, Catoosa County, Georgia",6215,618,197,154,279,243,161,160,361,411,197,124,281,293,4739,557
1400000US13047030301,13047030301,"Census Tract 303.01, Catoosa County, Georgia",7526,500,107,80,424,343,580,428,324,258,172,149,145,173,5774,733
1400000US13047030303,13047030303,"Census Tract 303.03, Catoosa County, Georgia",3171,328,110,108,193,150,112,90,128,96,163,167,350,254,2115,393
1400000US13047030304,13047030304,"Census Tract 303.04, Catoosa County, Georgia",3787,347,71,54,97,131,91,88,75,80,362,213,31,52,3060,371
