GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Under .50,Margin of Error; Total: - Under .50,Estimate; Total: - .50 to .99,Margin of Error; Total: - .50 to .99,Estimate; Total: - 1.00 to 1.24,Margin of Error; Total: - 1.00 to 1.24,Estimate; Total: - 1.25 to 1.49,Margin of Error; Total: - 1.25 to 1.49,Estimate; Total: - 1.50 to 1.84,Margin of Error; Total: - 1.50 to 1.84,Estimate; Total: - 1.85 to 1.99,Margin of Error; Total: - 1.85 to 1.99,Estimate; Total: - 2.00 and over,Margin of Error; Total: - 2.00 and over
1400000US13001950100,13001950100,"Census Tract 9501, Appling County, Georgia",3133,415,110,102,295,196,263,249,128,97,328,181,83,73,1926,343
1400000US13001950200,13001950200,"Census Tract 9502, Appling County, Georgia",4561,496,440,210,1000,413,546,290,238,158,421,230,80,74,1836,363
1400000US13001950300,13001950300,"Census Tract 9503, Appling County, Georgia",4528,499,563,293,549,218,146,119,168,174,299,288,0,13,2803,509
1400000US13001950400,13001950400,"Census Tract 9504, Appling County, Georgia",1586,284,190,164,85,66,81,72,64,44,134,130,28,29,1004,267
1400000US13001950500,13001950500,"Census Tract 9505, Appling County, Georgia",4116,614,401,209,468,273,523,272,100,77,899,606,38,28,1687,389
1400000US13003960100,13003960100,"Census Tract 9601, Atkinson County, Georgia",2247,306,260,215,526,204,178,104,135,81,207,121,60,43,881,216
1400000US13003960200,13003960200,"Census Tract 9602, Atkinson County, Georgia",4833,350,499,244,1042,259,503,201,467,210,330,163,175,160,1817,313
1400000US13003960300,13003960300,"Census Tract 9603, Atkinson County, Georgia",1210,264,177,162,167,163,27,26,133,98,30,36,100,84,576,164
1400000US13005970100,13005970100,"Census Tract 9701, Bacon County, Georgia",3277,370,174,81,344,187,340,214,175,155,224,164,71,67,1949,411
1400000US13005970201,13005970201,"Census Tract 9702.01, Bacon County, Georgia",3811,381,298,155,392,145,188,109,388,201,138,130,94,106,2313,455
1400000US13005970202,13005970202,"Census Tract 9702.02, Bacon County, Georgia",3614,374,212,102,611,249,259,202,357,141,520,301,19,32,1636,420
1400000US13007960100,13007960100,"Census Tract 9601, Baker County, Georgia",2374,169,294,165,594,269,283,249,234,171,95,104,170,179,704,173
1400000US13007960200,13007960200,"Census Tract 9602, Baker County, Georgia",1003,163,125,90,60,56,0,13,22,39,86,87,14,24,696,192
1400000US13009970100,13009970100,"Census Tract 9701, Baldwin County, Georgia",5153,519,246,171,642,310,250,156,158,161,638,321,309,229,2910,534
1400000US13009970200,13009970200,"Census Tract 9702, Baldwin County, Georgia",7067,736,845,362,1362,520,219,166,358,218,585,266,134,151,3564,500
1400000US13009970300,13009970300,"Census Tract 9703, Baldwin County, Georgia",5887,651,506,288,651,365,14,22,223,157,594,511,135,118,3764,580
1400000US13009970400,13009970400,"Census Tract 9704, Baldwin County, Georgia",4777,530,939,338,422,168,456,279,476,312,590,294,172,135,1722,353
1400000US13009970500,13009970500,"Census Tract 9705, Baldwin County, Georgia",4649,623,1495,530,877,421,119,116,89,125,227,164,253,235,1589,402
1400000US13009970600,13009970600,"Census Tract 9706, Baldwin County, Georgia",3873,459,622,291,975,327,159,113,295,231,240,156,12,19,1570,381
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2297,327,565,214,634,266,195,106,117,94,268,149,43,53,475,138
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",1921,399,476,328,326,209,104,83,118,85,287,177,21,22,589,158
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",6058,626,268,259,663,326,496,352,507,338,361,204,45,37,3718,671
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5193,330,235,117,627,338,557,248,195,116,273,127,69,58,3237,334
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5354,339,296,121,673,237,425,194,744,305,274,158,171,128,2771,388
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",4047,313,125,81,489,264,90,71,474,214,223,120,33,28,2613,363
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3688,292,277,152,325,169,329,271,208,169,295,176,64,52,2190,375
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",4068,444,118,166,153,177,38,53,356,287,68,88,9,35,3326,518
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",2048,306,127,79,110,70,342,225,97,108,192,167,0,13,1180,282
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2480,261,258,212,92,81,73,79,11,21,373,306,38,51,1635,360
