gisjn_tct,year,tractid,totpop_pov,povpop,povpop185,totalhh,hh100k_up,hh150k_up,tractpop,afam_pop,asn_pop,hisp_pop,totpop_age,under18,over64,povpop_pct,povpop185_pct,hh100k_pct,hh150k_pct,afam_pct,asn_pct,hisp_pct,under18_pct,over64_pct,aldi,bell.s,bi.lo,big.bear,bp.food.mart,chevron.food.mart,circle.k,citgo.food.mart,costco,cvs.pharmacy,dollar.general,dollar.tree,exxon.food.mart,family.dollar.store,flash.foods.llc,food.depot,food.lion,freds.store,harveys,iga,ingles.markets,jet.food.store,kmart,kroger,mapco.express,one.stop,piggly.wiggly,publix,quick.mart,quick.stop,quiktrip,race.trac,rite.aid,sam.s.club,save.a.lot,shell.food.mart,target,texaco.food.mart,the.fresh.market,trader.joe,walgreen.s.,walmart,wayfield,whole.foods,wholesale,winn.dixie,snap_enroll
G13151070305,Y2013,13151070305,9350,736,1642,3013,1111,382,9387,3544,798,483,9387,1868,920,7.871657754,17.56149733,36.87354796,12.67839363,37.75434111,8.501118568,5.14541387,19.89986151,9.8007883240000009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1728.695543
G13151070305,Y2012,13151070305,9044,749,1541,2986,954,333,9075,3331,647,779,9075,1860,917,8.281733746,17.03892083,31.94909578,11.15204287,36.70523416,7.129476584,8.584022039,20.49586777,10.1046832,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1694.327219
G13151070305,Y2011,13151070305,8950,762,1618,2896,935,292,8964,3322,898,663,8964,2017,870,8.51396648,18.07821229,32.2859116,10.08287293,37.05934851,10.01784917,7.396251673,22.50111557,9.705488621,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1557.565238
G13151070305,Y2010,13151070305,8634,614,1479,2904,869,245,8634,3330,710,544,8634,1917,812,7.111419968,17.12995136,29.92424242,8.436639118,38.56845031,8.22330322,6.300671763,22.20291869,9.404679175,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1355.800718
G13151070305,Y2009,13151070305,8252,635,1097,2800,887,286,8260,2872,576,526,8260,2098,669,7.695104217,13.29374697,31.67857143,10.21428571,34.76997579,6.973365617,6.368038741,25.39951574,8.099273608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1012.53916
G13151070305,Y2008,13151070305,7509,506,908,2594,798,254,7520,2581,504,337,7520,1820,775,6.73858037,12.09215608,30.76329992,9.791827294,34.32180851,6.70212766,4.481382979,24.20212766,10.30585106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,738.8310752
G13151070304,Y2013,13151070304,11054,2840,5147,3872,293,72,11897,7129,90,468,11897,2570,1261,25.692057169999998,46.56233038,7.56714876,1.859504132,59.92266958,0.756493234,3.933764815,21.60208456,10.59931075,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,2070.484537
G13151070304,Y2012,13151070304,11094,3101,5482,4035,227,40,11936,6990,117,724,11936,2339,1373,27.95204615,49.41409771,5.625774473,0.991325898,58.56233244,0.980227882,6.065683646,19.59617962,11.50301609,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,2050.846161
G13151070304,Y2011,13151070304,10947,2813,5246,3874,265,35,11755,6893,46,571,11755,2516,1140,25.69653786,47.92180506,6.840474961,0.903458957,58.63887707,0.391322841,4.857507444,21.40365802,9.698000851,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1947.486355
G13151070304,Y2010,13151070304,11019,2483,5368,3770,282,50,11904,6944,104,628,11904,2524,1059,22.53380525,48.71585443,7.480106101,1.326259947,58.33333333,0.873655914,5.275537634,21.20295699,8.896169355,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1657.591638
G13151070304,Y2009,13151070304,10531,2313,4280,3665,351,73,11385,6402,90,557,11385,2527,1025,21.96372614,40.64191435,9.577080491,1.991814461,56.23188406,0.790513834,4.892402284,22.19587176,9.00307422,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1265.859417
G13151070304,Y2008,13151070304,9705,1526,3356,3581,383,95,10625,5541,94,547,10625,2125,1094,15.72385368,34.58011334,10.6953365,2.652890254,52.15058824,0.884705882,5.148235294,20,10.29647059,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.9238053
G13151070106,Y2013,13151070106,6440,1189,2603,2032,325,63,6480,2520,145,379,6480,1121,557,18.46273292,40.41925466,15.99409449,3.100393701,38.88888889,2.237654321,5.848765432,17.29938272,8.595679012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.585437
G13151070106,Y2012,13151070106,5827,865,2033,1992,270,60,5850,1952,136,351,5850,901,684,14.84468852,34.88930839,13.55421687,3.012048193,33.36752137,2.324786325,6,15.4017094,11.69230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082.215965
G13151070106,Y2011,13151070106,5394,607,1710,1863,238,41,5416,1574,81,187,5416,774,661,11.25324435,31.70189099,12.77509393,2.200751476,29.0620384,1.495568685,3.452732644,14.29098966,12.20457903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.118245
G13151070106,Y2010,13151070106,5169,519,1554,1845,160,10,5193,1531,109,251,5193,930,561,10.04062681,30.06384214,8.672086721,0.54200542,29.48199499,2.098979395,4.833429617,17.90872328,10.80300404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868.6908931
G13151070106,Y2009,13151070106,4963,605,1495,1823,246,59,4988,1299,159,407,4988,903,464,12.19020754,30.12290953,13.49424026,3.236423478,26.042502,3.187650361,8.159582999,18.10344828,9.302325581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.2655243
G13151070106,Y2008,13151070106,4958,632,1252,1777,218,45,4984,1151,58,332,4984,1007,404,12.74707543,25.25211779,12.26786719,2.532357907,23.09390048,1.163723917,6.661316212,20.2046549,8.105939005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.6944083
G13151070203,Y2013,13151070203,14552,848,1573,4824,1555,483,14552,3251,127,804,14552,3376,1775,5.82737768,10.80951072,32.23466003,10.01243781,22.34057174,0.87273227,5.525013744,23.1995602,12.19763606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.60098
G13151070203,Y2012,13151070203,14849,1040,1821,4912,1758,590,14887,3176,193,410,14887,3290,1861,7.003838642,12.26345208,35.78990228,12.01140065,21.33404984,1.29643313,2.754080742,22.09981863,12.50083966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.072149
G13151070203,Y2011,13151070203,14888,691,1557,4881,1745,538,14930,3113,158,539,14930,3434,1762,4.64132187,10.45808705,35.75087072,11.02233149,20.8506363,1.058271936,3.610180844,23.00066979,11.80174146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.657707
G13151070203,Y2010,13151070203,15089,625,1501,4916,1719,499,15153,2924,161,585,15153,3334,1697,4.142090264,9.947643979,34.96745321,10.15052889,19.29650894,1.062495875,3.860621659,22.00224378,11.19910249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.067826
G13151070203,Y2009,13151070203,14922,647,1705,4900,1726,487,14987,3039,170,498,14987,3552,1484,4.335879909,11.42608229,35.2244898,9.93877551,20.2775739,1.134316408,3.322879829,23.70054047,9.901914993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.0139033
G13151070203,Y2008,13151070203,14477,642,1764,4734,1670,427,14568,2509,109,474,14568,3671,1253,4.434620432,12.18484493,35.27672159,9.019856358,17.22267985,0.748215266,3.253706755,25.19906645,8.601043383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.1788273
G13151070402,Y2013,13151070402,11913,1124,2551,3443,782,168,11973,1255,87,294,11973,2514,1353,9.435070931,21.4135818,22.71275051,4.879465582,10.48191765,0.726634929,2.455524931,20.9972438,11.30042596,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.510904
G13151070402,Y2012,13151070402,12272,1287,2647,3572,865,181,12394,1117,100,250,12394,2925,1301,10.48728814,21.56942634,24.21612542,5.06718925,9.012425367,0.80684202,2.017105051,23.60012909,10.49701468,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.742472
G13151070402,Y2011,13151070402,12830,1124,2937,3734,878,181,12905,1473,75,287,12905,3291,1303,8.760717069,22.89166017,23.51365828,4.847348688,11.41418055,0.581170089,2.223944208,25.50174351,10.09686168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.315583
G13151070402,Y2010,13151070402,12842,813,2894,3742,934,190,12915,1397,135,211,12915,3306,943,6.330789597,22.53543062,24.95991448,5.077498664,10.8168796,1.045296167,1.633759195,25.5981417,7.301587302,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075.182723
G13151070402,Y2009,13151070402,12773,696,2408,3857,1029,132,12818,1441,50,610,12818,3307,1038,5.448993972,18.8522665,26.67876588,3.422348976,11.24200343,0.390076455,4.758932751,25.79965673,8.097987205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.778791
G13151070402,Y2008,13151070402,12170,646,2263,3716,837,153,12203,1503,28,471,12203,3124,1001,5.308134758,18.59490551,22.52421959,4.117330463,12.31664345,0.229451774,3.85970663,25.60026223,8.202900926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.7015762
G13015960101,Y2013,13015960101,1474,63,389,610,198,44,1474,0,0,21,1474,218,284,4.274084125,26.39077341,32.45901639,7.213114754,0,0,1.424694708,14.78968792,19.26729986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.3752968
G13015960101,Y2012,13015960101,1573,57,354,579,215,37,1573,0,0,45,1573,242,300,3.623649078,22.50476796,37.13298791,6.390328152,0,0,2.860775588,15.38461538,19.07183725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.8368271
G13015960101,Y2011,13015960101,1657,137,357,583,174,32,1657,0,0,26,1657,287,235,8.267954134,21.54496077,29.84562607,5.488850772,0,0,1.569100785,17.32045866,14.18225709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.0975401
G13015960101,Y2010,13015960101,1627,123,261,558,189,49,1627,0,0,19,1627,342,259,7.559926245,16.04179471,33.87096774,8.781362007,0,0,1.167793485,21.02028273,15.91886908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.4312865
G13015960101,Y2009,13015960101,1470,105,234,562,160,85,1470,0,0,16,1470,262,245,7.142857143,15.91836735,28.46975089,15.12455516,0,0,1.088435374,17.82312925,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.4360247
G13015960101,Y2008,13015960101,1377,115,227,538,99,42,1377,0,0,16,1377,240,270,8.351488744,16.48511256,18.40148699,7.80669145,0,0,1.16194626,17.4291939,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.2859268
G13015960402,Y2013,13015960402,8411,1843,3515,3245,471,223,8852,1020,0,387,8852,1230,1053,21.91178219,41.79051242,14.5146379,6.87211094,11.5228197,0,4.371893357,13.89516493,11.89561681,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1658.439
G13015960402,Y2012,13015960402,8436,1878,3477,3230,453,133,8931,1019,0,515,8931,1331,1107,22.26173542,41.21621622,14.0247678,4.117647059,11.40969656,0,5.766431531,14.90314634,12.39502855,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1715.692508
G13015960402,Y2011,13015960402,8221,1918,3128,3114,457,77,8772,968,0,634,8772,1377,1053,23.33049507,38.04889916,14.67565832,2.472703918,11.03511172,0,7.22754218,15.69767442,12.00410397,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1567.394073
G13015960402,Y2010,13015960402,8545,2044,3274,3164,428,90,9102,1110,0,700,9102,1629,765,23.9204213,38.31480398,13.52718078,2.844500632,12.19512195,0,7.690617447,17.89716546,8.40474621,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1418.627815
G13015960402,Y2009,13015960402,8747,1927,3087,3185,463,109,9316,1175,37,627,9316,1584,550,22.03041043,35.29210015,14.53689168,3.422291994,12.61270932,0.397166166,6.730356376,17.00300558,5.903821383,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1155.064066
G13015960402,Y2008,13015960402,7877,1036,2169,3110,398,124,8458,779,108,660,8458,1387,702,13.15221531,27.53586391,12.79742765,3.987138264,9.210215181,1.276897612,7.803263183,16.39867581,8.299834476,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.4639764
G13015960901,Y2013,13015960901,3236,649,1200,1008,88,30,3236,46,0,217,3236,586,421,20.05562423,37.08281829,8.73015873,2.976190476,1.421508035,0,6.705809642,18.10877627,13.00988875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539.5484692
G13015960901,Y2012,13015960901,3193,721,1151,1034,79,43,3193,43,0,121,3193,584,399,22.58064516,36.04760413,7.640232108,4.15860735,1.346695897,0,3.789539618,18.2900094,12.49608519,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,558.7565223
G13015960901,Y2011,13015960901,2939,679,1082,989,85,36,2939,107,0,186,2939,488,411,23.10309629,36.81524328,8.594539939,3.640040445,3.640694114,0,6.328683226,16.60428717,13.98434842,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,535.4005507
G13015960901,Y2010,13015960901,2547,546,894,978,83,35,2547,138,0,71,2547,397,382,21.43698469,35.10011779,8.486707566,3.578732106,5.418138987,0,2.787593247,15.58696506,14.99803691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,488.6247934
G13015960901,Y2009,13015960901,2463,629,981,968,113,41,2488,173,0,237,2488,373,294,25.53796184,39.82947625,11.67355372,4.23553719,6.953376206,0,9.525723473,14.99196141,11.81672026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408.920945
G13015960901,Y2008,13015960901,2215,488,668,921,133,33,2248,85,0,60,2248,409,261,22.03160271,30.15801354,14.44082519,3.583061889,3.78113879,0,2.669039146,18.19395018,11.61032028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303.1809316
G13015960102,Y2013,13015960102,9193,863,2568,3300,879,118,9218,507,18,437,9218,1438,1023,9.387577505,27.93429784,26.63636364,3.575757576,5.500108483,0.195270124,4.740724669,15.59991321,11.09785203,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620.301219
G13015960102,Y2012,13015960102,9648,934,2774,3286,823,135,9684,489,17,445,9684,1443,901,9.680762852,28.75207297,25.0456482,4.108338405,5.049566295,0.175547295,4.595208591,14.90086741,9.304006609,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.264534
G13015960102,Y2011,13015960102,9529,814,2910,3279,679,126,9628,474,24,198,9628,1550,732,8.542344422,30.5383566,20.70753278,3.84263495,4.923140839,0.249272954,2.05650187,16.09887827,7.602825093,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.692503
G13015960102,Y2010,13015960102,9403,927,2769,3110,621,252,9486,596,36,279,9486,1689,645,9.85855578,29.4480485,19.96784566,8.102893891,6.282943285,0.379506641,2.941176471,17.80518659,6.799493991,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.616951
G13015960102,Y2009,13015960102,9691,1267,3063,3201,544,265,9748,302,62,208,9748,1969,760,13.07398617,31.60664534,16.99468916,8.278662918,3.098071399,0.636027903,2.13377103,20.19901518,7.796471071,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.683596
G13015960102,Y2008,13015960102,9815,1210,2702,3322,544,287,9893,396,57,284,9893,1959,841,12.32806928,27.5292919,16.3756773,8.639373871,4.002830284,0.576164965,2.870716668,19.80188012,8.500960275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.6025017
G13015960802,Y2013,13015960802,2823,838,1564,1050,74,28,2823,21,12,490,2823,584,508,29.68473255,55.40205455,7.047619048,2.666666667,0.743889479,0.425079702,17.35742118,20.68721219,17.99504074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,555.3066348
G13015960802,Y2012,13015960802,2857,924,1521,1050,90,30,2857,68,12,368,2857,491,569,32.34161708,53.23766188,8.571428571,2.857142857,2.380119006,0.420021001,12.88064403,17.18585929,19.9159958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,554.9477956
G13015960802,Y2011,13015960802,2718,749,1406,987,79,40,2718,45,6,407,2718,516,612,27.55702723,51.72921266,8.004052685,4.052684904,1.655629139,0.220750552,14.97424577,18.98454746,22.51655629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,526.7926288
G13015960802,Y2010,13015960802,2780,743,1432,982,114,38,2780,88,5,401,2780,570,553,26.72661871,51.51079137,11.6089613,3.869653768,3.165467626,0.179856115,14.42446043,20.50359712,19.89208633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,447.4525814
G13015960802,Y2009,13015960802,2920,807,1529,1053,110,41,2920,60,3,487,2920,613,511,27.6369863,52.3630137,10.44634378,3.893637227,2.054794521,0.102739726,16.67808219,20.99315068,17.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,344.3329827
G13015960802,Y2008,13015960802,2891,628,1560,1060,53,20,2891,53,0,370,2891,532,474,21.72258734,53.96056728,5,1.886792453,1.833275683,0,12.79833967,18.40193705,16.39571083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217.2536672
G13015961000,Y2013,13e9,7677,654,1662,2667,686,203,7677,347,0,308,7677,1528,967,8.518952716,21.64908167,25.72178478,7.611548556,4.51999479,0,4.011983848,19.90360818,12.59606617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.86757
G13015961000,Y2012,13e9,7782,502,1240,2732,686,225,7782,153,0,175,7782,1728,817,6.45078386,15.93420714,25.10980966,8.235724744,1.966075559,0,2.248779234,22.20508867,10.49858648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.361613
G13015961000,Y2011,13e9,7928,296,1446,2597,580,145,7969,582,9,123,7969,1897,677,3.733602422,18.23915237,22.33346169,5.583365422,7.303300289,0.112937633,1.543480989,23.80474338,8.495419752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.593206
G13015961000,Y2010,13e9,8599,312,1303,2700,652,173,8629,521,7,124,8629,2166,690,3.628328875,15.15292476,24.14814815,6.407407407,6.03777958,0.081121799,1.437014718,25.10140225,7.996291575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.13158
G13015961000,Y2009,13e9,8666,198,1638,2645,526,137,8682,706,4,212,8682,2283,669,2.284791138,18.90145396,19.88657845,5.179584121,8.131766874,0.046072334,2.441833679,26.29578438,7.705597789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.370224
G13015961000,Y2008,13e9,8356,302,1605,2527,503,142,8440,763,5,154,8440,2237,650,3.614169459,19.20775491,19.90502572,5.619311436,9.04028436,0.059241706,1.82464455,26.50473934,7.701421801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.221659
G13015960801,Y2013,13015960801,3456,669,1373,1250,211,48,3485,180,70,282,3485,558,310,19.35763889,39.72800926,16.88,3.84,5.164992826,2.008608321,8.091822095,16.01147776,8.895265423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.1635532
G13015960801,Y2012,13015960801,3466,735,1310,1183,194,37,3494,224,0,242,3494,535,409,21.20600115,37.79572995,16.39898563,3.127641589,6.410990269,0,6.92615913,15.31196337,11.70578134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.1635532
