GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4579,460,4321,440,3935,424,133,102,0,13,78,86,0,13,0,13,175,110,22,34,153,97,258,202,235,197,0,13,0,13,0,13,0,13,5,7,18,23,18,23,0,13
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",5008,696,4423,486,3439,407,731,259,0,19,213,180,0,19,0,19,40,66,0,19,40,66,585,614,517,612,0,19,0,19,0,19,0,19,68,80,0,19,0,19,0,19
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1657,236,1631,225,1619,227,0,13,0,13,0,13,0,13,0,13,12,21,0,13,12,21,26,40,26,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9628,856,9430,824,8908,751,474,382,0,19,24,30,0,19,0,19,24,42,0,19,24,42,198,186,168,185,26,38,0,19,0,19,0,19,4,6,0,19,0,19,0,19
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",12155,935,11422,968,9972,964,1163,499,87,87,200,141,0,21,0,21,0,21,0,21,0,21,733,446,208,229,0,21,0,21,0,21,0,21,345,314,180,186,0,21,180,186
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",7310,684,6803,715,6189,756,467,202,0,19,101,112,8,14,0,19,38,31,4,6,34,30,507,336,282,156,0,19,3,5,0,19,0,19,222,284,0,19,0,19,0,19
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",8869,1062,7930,914,6333,793,1295,386,0,19,100,107,15,59,0,19,187,159,0,19,187,159,939,576,316,273,27,42,0,19,0,19,0,19,596,501,0,19,0,19,0,19
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",8772,833,8138,890,6745,845,968,376,89,113,0,19,0,19,136,216,200,187,4,6,196,187,634,363,243,167,0,19,0,19,0,19,0,19,333,279,58,71,58,71,0,19
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",7965,809,6916,811,5547,770,1207,384,114,110,0,19,0,19,13,23,35,61,0,19,35,61,1049,568,588,434,31,59,0,19,0,19,0,19,430,397,0,19,0,19,0,19
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",8693,809,7421,754,5722,706,1590,453,0,19,11,21,0,19,0,19,98,103,0,19,98,103,1272,631,827,622,20,35,0,19,0,19,0,19,425,361,0,19,0,19,0,19
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",6116,750,5190,717,4040,526,886,477,0,19,214,197,0,19,0,19,50,81,0,19,50,81,926,283,398,245,0,19,0,19,0,19,0,19,457,299,71,116,71,116,0,19
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3487,408,3419,411,3005,437,370,185,18,32,0,13,0,13,0,13,26,38,0,13,26,38,68,63,52,55,0,13,0,13,0,13,0,13,16,24,0,13,0,13,0,13
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2718,315,2311,303,2186,309,45,69,30,46,6,11,0,13,0,13,44,75,0,13,44,75,407,241,320,201,0,13,0,13,0,13,0,13,87,142,0,13,0,13,0,13
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5676,554,5369,547,4818,529,254,120,136,117,71,82,0,19,0,19,90,73,0,19,90,73,307,168,96,63,0,19,48,78,0,19,0,19,163,153,0,19,0,19,0,19
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2939,394,2753,379,2623,409,107,96,7,16,0,13,0,13,0,13,16,28,0,13,16,28,186,180,156,182,0,13,0,13,0,13,0,13,19,33,11,17,11,17,0,13
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6428,560,6094,543,5171,442,736,318,93,104,0,19,0,19,0,19,94,113,0,19,94,113,334,249,64,81,0,19,41,63,0,19,0,19,229,212,0,19,0,19,0,19
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",7969,656,7846,666,6948,686,582,334,0,19,9,15,0,19,30,43,277,171,0,19,277,171,123,119,115,116,0,19,0,19,0,19,0,19,8,13,0,19,0,19,0,19
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2463,355,2463,355,2078,334,367,195,0,13,0,13,0,13,18,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1667,240,1598,232,1167,235,417,177,0,13,0,13,0,13,0,13,14,17,0,13,14,17,69,103,17,30,0,13,0,13,0,13,0,13,27,52,25,44,0,13,25,44
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",3888,579,3481,548,2280,359,1181,456,0,13,0,13,0,13,0,13,20,33,0,13,20,33,407,384,407,384,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3426,511,3000,498,1500,379,1351,300,0,13,7,15,0,13,134,168,8,16,0,13,8,16,426,320,154,201,24,33,0,13,0,13,0,13,14,27,234,274,234,274,0,13
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",6132,584,5978,584,3005,350,2807,538,0,19,0,19,0,19,29,38,137,117,0,19,137,117,154,204,0,19,0,19,0,19,0,19,0,19,128,198,26,48,26,48,0,19
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1496,267,1454,257,1108,258,340,132,6,11,0,13,0,13,0,13,0,13,0,13,0,13,42,61,0,13,0,13,0,13,0,13,0,13,0,13,42,61,42,61,0,13
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",3834,401,3568,384,3090,431,444,240,0,13,0,13,0,13,0,13,34,46,0,13,34,46,266,171,105,135,0,13,0,13,0,13,0,13,140,95,21,35,21,35,0,13
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",3357,428,3142,388,2976,437,135,84,0,13,6,14,0,13,0,13,25,33,0,13,25,33,215,164,0,13,0,13,0,13,0,13,0,13,75,67,140,100,140,100,0,13
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2816,360,2816,360,2277,444,532,234,0,13,0,13,0,13,0,13,7,11,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",3691,409,3427,380,2924,375,384,184,4,8,6,13,0,13,0,13,109,108,0,13,109,108,264,182,144,112,0,13,0,13,0,13,0,13,76,112,44,57,0,13,44,57
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3980,467,3840,474,3429,487,258,139,0,13,102,48,0,13,35,54,16,21,0,13,16,21,140,97,67,59,0,13,0,13,0,13,0,13,73,81,0,13,0,13,0,13
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1666,303,1579,300,99,56,1450,295,0,13,13,21,0,13,0,13,17,22,0,13,17,22,87,134,87,134,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",2224,233,2124,215,1551,216,550,197,0,13,13,16,0,13,0,13,10,18,0,13,10,18,100,103,79,87,21,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",648,133,648,133,102,70,546,109,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2053,348,2023,350,22,16,1903,349,10,18,0,13,0,13,79,126,9,44,0,13,9,44,30,38,30,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",3734,370,3734,370,1553,296,2000,333,0,13,91,60,0,13,0,13,90,81,0,13,90,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1433,212,1276,240,984,206,263,134,0,13,23,28,0,13,0,13,6,16,0,13,6,16,157,99,149,96,0,13,0,13,0,13,0,13,0,13,8,14,8,14,0,13
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",4075,605,3818,587,1501,427,2282,494,0,13,35,52,0,13,0,13,0,13,0,13,0,13,257,247,71,89,0,13,0,13,0,13,0,13,101,153,85,96,85,96,0,13
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",1972,254,1949,254,79,56,1870,258,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,34,23,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1489,278,1461,278,63,54,1391,272,0,13,0,13,0,13,0,13,7,11,0,13,7,11,28,35,18,30,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2489,402,2443,393,230,88,2194,384,0,13,0,13,0,13,0,13,19,28,0,13,19,28,46,68,0,13,46,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4613,590,4613,590,348,178,4220,579,0,13,0,13,0,13,0,13,45,52,0,13,45,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3777,428,3641,437,2468,350,1037,343,0,13,0,13,0,13,0,13,136,108,0,13,136,108,136,191,0,13,0,13,0,13,0,13,0,13,136,191,0,13,0,13,0,13
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",1857,301,1845,301,974,190,871,253,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,22,12,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4736,407,4659,415,3761,397,797,323,0,13,48,46,0,13,0,13,53,61,0,13,53,61,77,92,77,92,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",2198,304,2198,304,1479,183,510,241,0,13,49,48,0,13,0,13,160,172,0,13,160,172,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",4637,521,4516,488,3067,418,1055,277,0,13,137,81,0,13,0,13,257,193,0,13,257,193,121,195,121,195,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2154,345,2104,338,672,143,1351,326,0,13,22,34,5,11,0,13,54,60,0,13,54,60,50,58,50,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",2854,486,2740,458,320,127,2397,450,0,13,0,13,0,13,0,13,23,25,0,13,23,25,114,157,110,157,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13
