GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US13007960100,13007960100,"Census Tract 9601, Baker County, Georgia",2543,254,2533,258,1211,415,1322,337,0,98,0,98,0,98,0,98,0,98,0,98,0,98,10,15,10,15,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13007960200,13007960200,"Census Tract 9602, Baker County, Georgia",951,254,951,254,443,206,508,221,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13009970100,13009970100,"Census Tract 9701, Baldwin County, Georgia",5081,467,5034,465,3190,432,1819,346,0,98,0,98,0,98,0,98,25,30,0,98,25,30,47,48,9,15,13,21,0,98,0,98,0,98,0,98,25,41,0,98,25,41
1400000US13009970200,13009970200,"Census Tract 9702, Baldwin County, Georgia",7807,813,7379,804,4555,642,2585,531,18,30,209,181,0,98,0,98,12,20,0,98,12,20,428,214,254,178,0,98,0,98,0,98,0,98,174,240,0,98,0,98,0,98
1400000US13009970300,13009970300,"Census Tract 9703, Baldwin County, Georgia",5337,532,5268,520,3399,464,1675,305,0,98,174,147,0,98,0,98,20,32,0,98,20,32,69,107,44,69,0,98,0,98,0,98,0,98,0,98,25,39,25,39,0,98
1400000US13009970400,13009970400,"Census Tract 9704, Baldwin County, Georgia",4671,669,4475,718,3053,619,1319,340,0,98,75,86,0,98,0,98,28,38,0,98,28,38,196,163,94,37,102,158,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13009970500,13009970500,"Census Tract 9705, Baldwin County, Georgia",4893,751,4869,750,2809,654,1952,430,0,98,74,68,0,98,0,98,34,50,0,98,34,50,24,20,13,15,0,98,0,98,0,98,0,98,3,8,8,11,8,11,0,98
1400000US13009970600,13009970600,"Census Tract 9706, Baldwin County, Georgia",4342,438,4342,438,1340,337,2902,407,0,98,72,110,0,98,0,98,28,31,0,98,28,31,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2946,436,2938,433,654,182,2255,389,8,15,21,32,0,98,0,98,0,98,0,98,0,98,8,15,8,15,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",4208,693,4129,698,1478,355,2603,537,0,98,37,38,0,98,0,98,11,17,0,98,11,17,79,29,51,29,0,98,0,98,0,98,0,98,28,35,0,98,0,98,0,98
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",7060,628,6960,599,4573,576,2370,396,17,27,0,98,0,98,0,98,0,98,0,98,0,98,100,76,70,49,0,98,0,98,0,98,0,98,30,38,0,98,0,98,0,98
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5318,446,4790,428,4732,421,0,98,0,98,4,9,0,98,0,98,54,67,0,98,54,67,528,175,345,191,0,98,0,98,0,98,0,98,178,133,5,9,5,9,0,98
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5295,365,5201,352,4573,363,402,97,0,98,179,9,0,98,0,98,47,53,0,98,47,53,94,74,87,65,0,98,0,98,0,98,0,98,7,12,0,98,0,98,0,98
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",4072,306,3692,309,3665,308,10,19,17,24,0,98,0,98,0,98,0,98,0,98,0,98,380,202,163,121,0,98,0,98,0,98,0,98,217,215,0,98,0,98,0,98
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3389,342,3358,344,3221,344,92,85,0,98,0,98,0,98,0,98,45,59,0,98,45,59,31,36,31,36,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",3579,598,3401,600,3082,614,165,154,0,98,90,91,0,98,0,98,64,88,0,98,64,88,178,212,178,212,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",2045,321,1965,317,1642,235,197,227,0,98,109,180,0,98,0,98,17,29,0,98,17,29,80,96,32,38,0,98,0,98,0,98,0,98,48,84,0,98,0,98,0,98
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2729,237,2708,238,2476,280,21,33,0,98,127,226,0,98,0,98,84,70,0,98,84,70,21,33,21,33,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180106,13013180106,"Census Tract 1801.06, Barrow County, Georgia",2454,325,2275,319,1971,345,262,279,0,98,28,46,0,98,0,98,14,22,14,22,0,98,179,234,179,234,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180107,13013180107,"Census Tract 1801.07, Barrow County, Georgia",4311,414,3445,455,2946,474,211,186,0,98,288,275,0,98,0,98,0,98,0,98,0,98,866,560,177,162,235,246,0,98,0,98,0,98,389,314,65,78,65,78,0,98
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3745,420,3597,413,2963,450,280,259,0,98,281,300,0,98,0,98,73,87,0,98,73,87,148,142,35,53,0,98,63,106,0,98,0,98,50,81,0,98,0,98,0,98
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3096,475,2941,472,1436,339,1193,483,0,98,310,246,0,98,0,98,2,4,0,98,2,4,155,161,0,98,0,98,0,98,0,98,0,98,155,161,0,98,0,98,0,98
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2231,395,1846,342,1192,319,610,264,0,98,44,74,0,98,0,98,0,98,0,98,0,98,385,259,329,231,0,98,0,98,0,98,0,98,56,103,0,98,0,98,0,98
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4548,692,4237,608,2913,384,948,399,0,98,269,248,0,98,0,98,107,101,0,98,107,101,311,331,295,332,0,98,0,98,0,98,0,98,16,14,0,98,0,98,0,98
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",3401,466,2919,392,2640,458,176,180,0,98,15,24,0,98,0,98,88,139,0,98,88,139,482,454,199,332,5,9,0,98,0,98,0,98,270,371,8,13,0,98,8,13
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2110,263,1801,346,1684,355,117,121,0,98,0,98,0,98,0,98,0,98,0,98,0,98,309,318,292,317,0,98,0,98,0,98,0,98,0,98,17,29,17,29,0,98
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5112,568,4778,520,4255,540,276,185,40,56,0,98,0,98,0,98,207,220,0,98,207,220,334,342,334,342,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",4270,498,4041,493,3536,460,271,224,0,98,213,267,0,98,6,12,15,27,0,98,15,27,229,260,217,259,12,21,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180401,13013180401,"Census Tract 1804.01, Barrow County, Georgia",4073,627,4073,627,3553,534,444,243,0,98,76,194,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13013180402,13013180402,"Census Tract 1804.02, Barrow County, Georgia",6026,607,5419,588,4341,536,949,338,0,98,69,89,0,98,0,98,60,94,0,98,60,94,607,492,366,258,59,86,0,98,0,98,0,98,32,43,150,220,0,98,150,220
1400000US13013180501,13013180501,"Census Tract 1805.01, Barrow County, Georgia",5300,493,4558,481,3434,454,962,474,0,98,149,137,0,98,0,98,13,28,0,98,13,28,742,284,596,264,0,98,0,98,0,98,0,98,146,206,0,98,0,98,0,98
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4234,433,4081,436,3762,453,159,129,0,98,68,151,0,98,0,98,92,87,35,60,57,64,153,181,146,174,0,98,0,98,0,98,0,98,7,14,0,98,0,98,0,98
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",4797,687,4211,506,3191,485,809,204,0,98,155,179,0,98,0,98,56,88,0,98,56,88,586,568,378,508,0,98,0,98,0,98,0,98,208,289,0,98,0,98,0,98
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1470,155,1454,149,1440,151,0,98,0,98,0,98,0,98,0,98,14,23,0,98,14,23,16,28,16,28,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9748,811,9540,810,9155,861,302,217,0,98,62,62,0,98,0,98,21,29,0,98,21,29,208,164,61,62,26,37,0,98,0,98,0,98,121,153,0,98,0,98,0,98
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",10849,742,10367,827,8982,795,1136,449,54,58,134,93,0,98,14,24,47,74,0,98,47,74,482,331,92,115,0,98,0,98,0,98,0,98,268,274,122,148,0,98,122,148
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",7784,800,7578,812,6868,817,487,246,0,98,124,118,29,41,0,98,70,69,0,98,70,69,206,185,182,180,0,98,3,5,6,12,0,98,15,28,0,98,0,98,0,98
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",8750,988,7431,996,5994,827,1252,358,0,98,15,20,27,59,30,40,113,134,0,98,113,134,1319,375,284,239,0,98,0,98,0,98,0,98,967,387,68,109,68,109,0,98
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",9316,838,8689,858,7022,677,1175,582,40,63,37,75,0,98,179,208,236,278,3,6,233,278,627,249,204,125,18,34,0,98,0,98,0,98,370,230,35,47,35,47,0,98
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",7301,672,6294,709,5197,751,871,392,122,81,10,16,0,98,19,30,75,101,0,98,75,101,1007,367,219,152,10,16,0,98,0,98,0,98,778,342,0,98,0,98,0,98
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",8630,764,7781,746,6211,673,1410,492,0,98,37,51,0,98,0,98,123,166,0,98,123,166,849,380,366,298,18,42,0,98,0,98,0,98,465,383,0,98,0,98,0,98
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",6527,644,5445,626,4146,469,920,331,0,98,249,270,0,98,38,62,92,128,0,98,92,128,1082,307,325,285,0,98,0,98,0,98,0,98,668,399,89,146,89,146,0,98
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3203,298,3171,298,2734,381,402,180,0,98,17,29,0,98,0,98,18,30,0,98,18,30,32,47,32,47,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2920,319,2433,270,2307,293,60,69,16,29,3,6,0,98,0,98,47,77,0,98,47,77,487,272,202,143,0,98,0,98,0,98,0,98,285,267,0,98,0,98,0,98
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5018,436,4801,409,4454,426,163,102,57,60,18,31,0,98,0,98,109,83,0,98,109,83,217,115,62,56,0,98,33,54,0,98,0,98,122,100,0,98,0,98,0,98
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2488,308,2251,359,1970,350,173,112,31,38,0,98,0,98,0,98,77,116,0,98,77,116,237,166,173,205,0,98,0,98,0,98,0,98,64,91,0,98,0,98,0,98
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6219,461,5836,559,5088,502,602,298,112,143,0,98,0,98,0,98,34,38,0,98,34,38,383,255,52,67,0,98,0,98,0,98,0,98,331,245,0,98,0,98,0,98
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",8682,633,8470,650,7473,776,706,334,0,98,4,9,36,55,14,24,237,165,0,98,237,165,212,117,140,102,0,98,0,98,0,98,0,98,65,68,7,11,7,11,0,98
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2440,393,2440,393,1897,338,543,315,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1700,295,1700,295,1160,238,442,250,0,98,92,108,0,98,0,98,6,10,0,98,6,10,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",4072,450,4016,465,2357,369,1630,415,0,98,0,98,0,98,0,98,29,39,0,98,29,39,56,95,56,95,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3529,516,3298,563,1635,270,1644,449,0,98,7,15,0,98,0,98,12,25,0,98,12,25,231,171,47,80,12,22,0,98,0,98,0,98,127,140,45,48,45,48,0,98
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",5917,586,5905,580,3153,359,2636,485,0,98,0,98,0,98,0,98,116,118,0,98,116,118,12,23,12,23,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1935,372,1907,363,1193,286,714,222,0,98,0,98,0,98,0,98,0,98,0,98,0,98,28,46,0,98,0,98,0,98,0,98,0,98,0,98,28,46,28,46,0,98
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",3933,510,3595,500,3478,506,24,26,0,98,0,98,0,98,47,70,46,76,0,98,46,76,338,194,71,102,0,98,0,98,0,98,0,98,267,194,0,98,0,98,0,98
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",2572,329,2514,346,2370,353,131,70,0,98,0,98,0,98,0,98,13,17,0,98,13,17,58,53,47,52,0,98,0,98,0,98,0,98,11,14,0,98,0,98,0,98
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2961,406,2888,383,2135,294,741,274,0,98,0,98,0,98,0,98,12,21,12,21,0,98,73,146,73,146,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",3891,497,3724,498,3234,506,474,206,9,15,0,98,0,98,0,98,7,12,0,98,7,12,167,175,58,67,0,98,0,98,0,98,0,98,71,127,38,62,0,98,38,62
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3685,472,3507,465,3234,460,216,140,0,98,0,98,0,98,38,60,19,23,0,98,19,23,178,114,99,81,0,98,0,98,0,98,0,98,79,91,0,98,0,98,0,98
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1940,380,1862,346,209,148,1593,330,14,23,17,26,0,98,0,98,29,35,0,98,29,35,78,120,78,120,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",2172,209,2144,203,1489,190,607,172,0,98,15,22,0,98,0,98,33,40,0,98,33,40,28,33,28,33,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",1025,193,930,167,83,48,847,160,0,98,0,98,0,98,0,98,0,98,0,98,0,98,95,161,31,53,0,98,0,98,0,98,0,98,64,109,0,98,0,98,0,98
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2273,272,2235,279,13,17,2163,277,0,98,0,98,0,98,59,98,0,98,0,98,0,98,38,45,38,45,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",3444,515,3435,515,1638,419,1703,271,7,10,46,72,0,98,0,98,41,64,0,98,41,64,9,13,9,13,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1480,339,1318,300,1009,212,143,89,0,98,26,32,0,98,121,186,19,23,0,98,19,23,162,117,157,116,1,5,0,98,0,98,0,98,0,98,4,8,4,8,0,98
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",4425,698,4317,720,1642,484,2591,664,50,52,34,55,0,98,0,98,0,98,0,98,0,98,108,103,57,63,0,98,0,98,0,98,0,98,11,14,40,77,40,77,0,98
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",2062,437,2043,438,82,96,1942,434,0,98,0,98,0,98,0,98,19,21,0,98,19,21,19,34,19,34,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1524,271,1521,270,51,54,1470,264,0,98,0,98,0,98,0,98,0,98,0,98,0,98,3,6,0,98,0,98,0,98,0,98,0,98,3,6,0,98,0,98,0,98
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2681,406,2674,404,197,78,2462,431,0,98,0,98,0,98,0,98,15,32,0,98,15,32,7,14,0,98,7,14,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4769,506,4671,507,183,83,4488,484,0,98,0,98,0,98,0,98,0,98,0,98,0,98,98,142,0,98,98,142,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3478,367,3327,398,2597,349,641,279,0,98,0,98,0,98,0,98,89,83,0,98,89,83,151,198,0,98,0,98,0,98,0,98,0,98,151,198,0,98,0,98,0,98
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",1883,283,1849,272,1231,187,605,225,0,98,13,22,0,98,0,98,0,98,0,98,0,98,34,44,22,37,0,98,0,98,0,98,0,98,12,24,0,98,0,98,0,98
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4700,415,4591,396,3590,346,871,313,0,98,47,61,0,98,0,98,83,88,0,98,83,88,109,106,109,106,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",2456,238,2456,238,1538,236,683,297,9,13,44,66,0,98,0,98,182,198,0,98,182,198,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",4432,530,4193,499,2694,398,1112,370,0,98,147,130,0,98,0,98,240,243,0,98,240,243,239,225,140,216,0,98,0,98,0,98,0,98,99,105,0,98,0,98,0,98
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2039,329,2022,325,564,116,1317,347,0,98,93,100,0,98,0,98,48,67,0,98,48,67,17,27,17,27,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",3211,490,3115,462,477,231,2620,444,0,98,0,98,0,98,0,98,18,25,0,98,18,25,96,150,96,150,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012400,13021012400,"Census Tract 124, Bibb County, Georgia",3216,597,3215,597,415,199,2774,555,10,20,0,98,0,98,0,98,16,25,0,98,16,25,1,2,1,2,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012500,13021012500,"Census Tract 125, Bibb County, Georgia",3681,544,3647,549,248,131,3308,555,0,98,0,98,0,98,0,98,91,106,0,98,91,106,34,52,34,52,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012600,13021012600,"Census Tract 126, Bibb County, Georgia",5278,557,5073,469,806,159,4252,449,15,24,0,98,0,98,0,98,0,98,0,98,0,98,205,327,205,327,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012700,13021012700,"Census Tract 127, Bibb County, Georgia",2326,340,2262,361,212,88,2050,362,0,98,0,98,0,98,0,98,0,98,0,98,0,98,64,99,0,98,64,99,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012800,13021012800,"Census Tract 128, Bibb County, Georgia",3811,594,3695,633,367,112,3288,621,40,43,0,98,0,98,0,98,0,98,0,98,0,98,116,171,0,98,0,98,116,171,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021012900,13021012900,"Census Tract 129, Bibb County, Georgia",1991,381,1902,356,378,149,1434,312,0,98,0,98,0,98,14,23,76,97,0,98,76,97,89,140,0,98,0,98,0,98,0,98,0,98,89,140,0,98,0,98,0,98
1400000US13021013101,13021013101,"Census Tract 131.01, Bibb County, Georgia",6001,948,5682,906,783,208,4698,903,21,38,113,147,0,98,38,68,29,51,0,98,29,51,319,431,0,98,0,98,0,98,0,98,0,98,319,431,0,98,0,98,0,98
1400000US13021013102,13021013102,"Census Tract 131.02, Bibb County, Georgia",3899,353,3899,353,672,181,3075,375,0,98,112,136,0,98,0,98,40,54,0,98,40,54,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
1400000US13021013201,13021013201,"Census Tract 132.01, Bibb County, Georgia",5448,737,5267,718,725,201,4019,641,0,98,166,256,0,98,19,33,338,333,0,98,338,333,181,138,114,147,0,98,0,98,0,98,0,98,67,100,0,98,0,98,0,98
1400000US13021013202,13021013202,"Census Tract 132.02, Bibb County, Georgia",2095,325,2095,325,365,139,1722,354,0,98,0,98,8,13,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98,0,98
