GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US13005970201,13005970201,"Census Tract 9702.01, Bacon County, Georgia",3968,440,3788,464,2851,446,895,180,0,13,42,66,0,13,0,13,0,13,0,13,0,13,180,163,51,52,0,13,0,13,0,13,0,13,129,148,0,13,0,13,0,13
1400000US13005970202,13005970202,"Census Tract 9702.02, Bacon County, Georgia",4482,424,4088,417,3201,386,861,167,0,13,0,13,0,13,0,13,26,43,0,13,26,43,394,233,129,148,0,13,0,13,0,13,0,13,265,231,0,13,0,13,0,13
1400000US13007960100,13007960100,"Census Tract 9601, Baker County, Georgia",2455,233,2443,233,1018,281,1420,310,0,13,0,13,0,13,0,13,5,10,0,13,5,10,12,22,12,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13007960200,13007960200,"Census Tract 9602, Baker County, Georgia",1028,233,1028,233,467,199,561,200,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13009970100,13009970100,"Census Tract 9701, Baldwin County, Georgia",5246,421,5200,427,3081,408,2119,394,0,19,0,19,0,19,0,19,0,19,0,19,0,19,46,41,13,20,14,22,0,19,0,19,0,19,0,19,19,32,0,19,19,32
1400000US13009970200,13009970200,"Census Tract 9702, Baldwin County, Georgia",7248,798,6958,795,4475,620,2276,550,21,35,186,167,0,19,0,19,0,19,0,19,0,19,290,175,154,147,0,19,0,19,0,19,0,19,136,165,0,19,0,19,0,19
1400000US13009970300,13009970300,"Census Tract 9703, Baldwin County, Georgia",5645,598,5533,608,3258,552,2111,519,0,19,164,140,0,19,0,19,0,19,0,19,0,19,112,135,33,58,0,19,0,19,0,19,0,19,64,106,15,23,15,23,0,19
1400000US13009970400,13009970400,"Census Tract 9704, Baldwin County, Georgia",5153,562,4995,563,3205,517,1583,398,0,19,165,144,0,19,0,19,42,44,12,23,30,36,158,103,121,63,37,80,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US13009970500,13009970500,"Census Tract 9705, Baldwin County, Georgia",5402,675,5278,665,3248,597,1800,360,0,19,77,56,0,19,0,19,153,134,0,19,153,134,124,119,109,118,0,19,0,19,0,19,0,19,4,9,11,17,11,17,0,19
1400000US13009970600,13009970600,"Census Tract 9706, Baldwin County, Georgia",4266,423,4266,423,1293,245,2894,428,0,13,52,77,0,13,0,13,27,30,0,13,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2972,447,2966,445,758,214,2160,389,6,13,28,35,0,13,0,13,14,18,0,13,14,18,6,12,6,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",3512,499,3399,515,1384,282,1958,424,0,13,49,36,0,13,0,13,8,14,0,13,8,14,113,58,66,41,0,13,0,13,0,13,0,13,33,39,14,26,14,26,0,13
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",6934,629,6850,626,4433,585,2383,446,34,34,0,19,0,19,0,19,0,19,0,19,0,19,84,53,59,46,0,19,0,19,0,19,0,19,25,26,0,19,0,19,0,19
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5235,380,4755,384,4703,377,0,19,0,19,5,11,0,19,0,19,47,59,0,19,47,59,480,185,336,171,0,19,0,19,0,19,0,19,137,111,7,10,7,10,0,19
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5336,374,5262,387,4580,376,447,93,0,19,193,11,0,19,0,19,42,45,0,19,42,45,74,66,68,58,0,19,0,19,0,19,0,19,6,11,0,19,0,19,0,19
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",3870,310,3547,296,3533,292,0,13,14,23,0,13,0,13,0,13,0,13,0,13,0,13,323,150,149,99,0,13,0,13,0,13,0,13,174,155,0,13,0,13,0,13
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3809,288,3633,325,3532,306,60,88,0,13,0,13,0,13,0,13,41,57,0,13,41,57,176,152,145,116,0,13,0,13,0,13,0,13,31,39,0,13,0,13,0,13
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",3737,456,3464,474,3080,472,90,110,0,13,226,206,0,13,0,13,68,79,0,13,68,79,273,278,191,245,0,13,0,13,0,13,0,13,82,134,0,13,0,13,0,13
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",1881,294,1841,304,1544,268,194,153,0,13,60,112,0,13,0,13,43,53,0,13,43,53,40,61,0,13,0,13,0,13,0,13,0,13,40,61,0,13,0,13,0,13
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2755,323,2731,330,2383,394,148,144,0,13,200,201,0,13,0,13,0,13,0,13,0,13,24,36,24,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13013180106,13013180106,"Census Tract 1801.06, Barrow County, Georgia",2471,330,2172,275,1873,247,259,193,0,13,17,29,0,13,0,13,23,36,6,14,17,33,299,276,202,236,0,13,0,13,0,13,0,13,0,13,97,146,0,13,97,146
1400000US13013180107,13013180107,"Census Tract 1801.07, Barrow County, Georgia",4105,449,3478,466,3067,474,183,162,0,13,215,198,0,13,0,13,13,23,0,13,13,23,627,375,159,136,182,210,0,13,0,13,0,13,242,161,44,54,44,54,0,13
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3505,272,3347,301,2944,327,162,169,9,14,191,205,0,13,0,13,41,61,0,13,41,61,158,140,19,31,0,13,66,111,0,13,0,13,59,87,14,22,14,22,0,13
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3494,390,3029,422,1572,375,1180,365,0,13,277,224,0,13,0,13,0,13,0,13,0,13,465,404,178,232,0,13,0,13,0,13,0,13,287,301,0,13,0,13,0,13
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2351,351,1959,318,1260,257,578,247,0,13,121,154,0,13,0,13,0,13,0,13,0,13,392,250,351,242,0,13,0,13,0,13,0,13,41,68,0,13,0,13,0,13
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4307,512,4184,506,2861,442,982,359,0,13,230,179,0,13,0,13,111,114,0,13,111,114,123,125,86,124,0,13,0,13,0,13,0,13,20,21,17,28,17,28,0,13
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",3123,602,2746,491,2437,534,181,200,0,13,9,19,0,13,0,13,119,169,0,13,119,169,377,486,0,13,4,8,0,13,0,13,0,13,363,486,10,16,0,13,10,16
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2160,235,1931,303,1749,318,130,125,0,13,40,70,0,13,0,13,12,21,0,13,12,21,229,235,187,217,0,13,0,13,0,13,0,13,13,16,29,39,29,39,0,13
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5583,479,5145,453,4458,516,302,208,53,77,0,19,0,19,0,19,332,279,0,19,332,279,438,316,438,316,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",3894,420,3746,420,3282,424,294,128,0,13,143,172,0,13,5,10,22,31,0,13,22,31,148,161,135,160,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13013180401,13013180401,"Census Tract 1804.01, Barrow County, Georgia",4726,644,4726,644,4146,594,475,285,0,13,73,121,0,13,0,13,32,59,0,13,32,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13013180402,13013180402,"Census Tract 1804.02, Barrow County, Georgia",5924,538,5021,536,4063,444,933,369,0,19,23,43,0,19,0,19,2,4,0,19,2,4,903,382,629,262,80,82,0,19,0,19,0,19,0,19,194,248,0,19,194,248
1400000US13013180501,13013180501,"Census Tract 1805.01, Barrow County, Georgia",5530,505,4691,511,3511,508,1038,516,0,19,139,116,0,19,0,19,3,15,0,19,3,15,839,285,608,245,0,19,0,19,0,19,0,19,231,216,0,19,0,19,0,19
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4583,579,4408,590,3969,592,187,133,0,13,138,180,0,13,0,13,114,80,23,39,91,68,175,145,170,145,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",5007,666,4397,484,3394,463,801,276,0,19,143,190,0,19,0,19,59,98,0,19,59,98,610,597,547,599,0,19,0,19,0,19,0,19,63,64,0,19,0,19,0,19
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1627,198,1608,198,1594,199,0,13,0,13,0,13,0,13,0,13,14,26,0,13,14,26,19,32,19,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9486,843,9207,895,8538,884,596,375,0,19,36,47,0,19,0,19,37,47,0,19,37,47,279,225,157,170,28,45,0,19,0,19,0,19,94,115,0,19,0,19,0,19
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",11957,840,11460,842,10094,915,1083,412,68,81,215,167,0,21,0,21,0,21,0,21,0,21,497,368,88,144,0,21,0,21,0,21,0,21,277,248,132,145,0,21,132,145
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",7803,768,7178,824,6818,809,203,111,0,19,113,130,8,14,0,19,36,38,0,19,36,38,625,427,387,327,0,19,2,5,0,19,0,19,236,307,0,19,0,19,0,19
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",8528,820,7382,802,5664,697,1401,475,0,19,69,83,55,87,0,19,193,177,0,19,193,177,1146,503,273,245,0,19,0,19,0,19,0,19,873,473,0,19,0,19,0,19
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",9102,768,8402,790,6819,904,1110,386,91,111,0,19,0,19,197,228,185,224,4,7,181,224,700,326,229,144,18,31,0,19,0,19,0,19,415,277,38,53,38,53,0,19
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",7614,807,6614,800,5166,758,1244,447,102,97,25,38,0,19,14,24,63,77,0,19,63,77,1000,419,254,193,11,16,0,19,0,19,0,19,735,364,0,19,0,19,0,19
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",8806,726,7521,709,5996,630,1420,457,0,19,13,23,0,19,0,19,92,122,0,19,92,122,1285,671,622,595,22,35,0,19,0,19,0,19,641,422,0,19,0,19,0,19
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",6392,648,5569,589,4286,472,1016,446,0,19,212,215,0,19,0,19,55,90,0,19,55,90,823,289,357,242,0,19,0,19,0,19,0,19,413,332,53,89,53,89,0,19
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3185,339,3149,339,2873,329,243,161,0,13,14,28,0,13,0,13,19,31,0,13,19,31,36,36,27,34,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2780,362,2379,345,2247,360,88,86,17,29,5,7,0,13,0,13,22,38,0,13,22,38,401,242,207,154,0,13,0,13,0,13,0,13,194,214,0,13,0,13,0,13
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5379,483,5058,459,4703,448,172,93,52,63,18,30,0,19,0,19,113,83,0,19,113,83,321,135,74,60,0,19,38,62,0,19,0,19,209,132,0,19,0,19,0,19
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2547,352,2476,331,2294,370,138,105,9,14,0,13,0,13,0,13,35,45,0,13,35,45,71,112,51,106,0,13,0,13,0,13,0,13,20,32,0,13,0,13,0,13
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6037,506,5765,570,4888,481,686,266,88,84,0,19,0,19,0,19,103,142,0,19,103,142,272,200,41,55,0,19,0,19,0,19,0,19,231,183,0,19,0,19,0,19
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",8629,587,8505,601,7665,649,521,289,0,19,7,12,0,19,28,39,284,160,0,19,284,160,124,99,117,97,0,19,0,19,0,19,0,19,7,13,0,19,0,19,0,19
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2557,368,2557,368,2158,337,375,234,0,13,0,13,0,13,24,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1740,317,1632,294,1253,287,371,191,0,13,0,13,0,13,0,13,8,14,0,13,8,14,108,131,24,37,0,13,0,13,0,13,0,13,67,100,17,28,0,13,17,28
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",3698,422,3434,358,2194,331,1219,330,0,13,0,13,0,13,0,13,21,32,0,13,21,32,264,256,264,256,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3745,519,3096,493,1633,337,1447,401,0,13,7,15,0,13,0,13,9,17,0,13,9,17,649,239,156,154,15,23,0,13,0,13,0,13,198,216,280,279,280,279,0,13
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",5872,546,5859,551,2864,436,2826,470,0,19,0,19,0,19,0,19,169,149,0,19,169,149,13,23,0,19,0,19,0,19,0,19,0,19,0,19,13,23,13,23,0,19
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1571,257,1534,255,1107,258,422,122,5,13,0,13,0,13,0,13,0,13,0,13,0,13,37,60,0,13,0,13,0,13,0,13,0,13,0,13,37,60,37,60,0,13
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",4179,431,3895,438,3600,471,198,156,0,13,0,13,0,13,0,13,97,105,0,13,97,105,284,128,86,110,0,13,0,13,0,13,0,13,186,111,12,17,12,17,0,13
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",3253,397,3019,361,2784,380,195,114,0,13,25,39,0,13,0,13,15,21,0,13,15,21,234,175,0,13,0,13,0,13,0,13,0,13,100,74,134,110,134,110,0,13
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2548,306,2505,316,1940,338,556,229,0,13,0,13,0,13,0,13,9,13,9,13,0,13,43,40,43,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",4048,473,3873,472,3359,470,410,188,7,13,13,28,0,13,0,13,84,88,0,13,84,88,175,113,70,68,0,13,0,13,0,13,0,13,69,92,36,59,0,13,36,59
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3532,349,3411,351,3010,349,345,212,0,13,0,13,0,13,43,65,13,15,0,13,13,15,121,77,49,46,0,13,0,13,0,13,0,13,72,66,0,13,0,13,0,13
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1797,305,1707,315,187,139,1449,270,15,23,17,28,0,13,0,13,39,33,0,13,39,33,90,136,90,136,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",2066,212,2034,212,1428,209,568,172,0,13,10,17,0,13,0,13,28,41,0,13,28,41,32,37,32,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",833,162,833,162,189,106,644,203,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2263,325,2230,325,44,40,2107,333,0,13,0,13,0,13,43,73,36,65,0,13,36,65,33,38,33,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",3667,407,3667,407,1647,340,1882,301,6,10,63,68,0,13,0,13,69,73,0,13,69,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1391,253,1225,217,1050,185,135,95,0,13,19,22,0,13,0,13,21,24,0,13,21,24,166,110,159,108,2,4,0,13,0,13,0,13,0,13,5,9,5,9,0,13
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",3796,516,3702,512,1634,391,2024,440,7,16,37,55,0,13,0,13,0,13,0,13,0,13,94,92,42,53,0,13,0,13,0,13,0,13,1,16,51,85,51,85,0,13
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",2122,411,2113,414,102,84,1990,400,0,13,0,13,0,13,0,13,21,25,0,13,21,25,9,18,9,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1319,308,1274,340,64,72,1203,341,0,13,0,13,0,13,0,13,7,12,0,13,7,12,45,45,40,43,0,13,0,13,0,13,0,13,5,10,0,13,0,13,0,13
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2595,317,2545,321,268,97,2277,316,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,66,0,13,50,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4668,545,4557,525,171,87,4375,538,0,13,0,13,0,13,0,13,11,17,0,13,11,17,111,149,0,13,111,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3453,397,3279,381,2410,373,789,253,0,13,0,13,0,13,0,13,80,69,0,13,80,69,174,222,0,13,0,13,0,13,0,13,0,13,174,222,0,13,0,13,0,13
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",2053,382,2034,376,1062,166,959,342,0,13,13,24,0,13,0,13,0,13,0,13,0,13,19,31,19,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4722,423,4586,389,3652,339,786,255,0,13,67,60,0,13,0,13,81,69,0,13,81,69,136,137,136,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",2338,194,2338,194,1559,175,500,207,11,16,27,33,0,13,0,13,241,206,0,13,241,206,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",4642,407,4413,394,2948,331,1136,298,0,13,135,119,0,13,0,13,194,196,0,13,194,196,229,270,166,260,0,13,0,13,0,13,0,13,63,90,0,13,0,13,0,13
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2114,395,2048,384,569,153,1357,414,0,13,72,77,0,13,0,13,50,57,0,13,50,57,66,102,66,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",3358,434,3263,425,412,206,2837,433,0,13,0,13,0,13,0,13,14,17,0,13,14,17,95,140,92,140,3,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012400,13021012400,"Census Tract 124, Bibb County, Georgia",3452,427,3451,427,404,168,3026,416,6,9,0,13,0,13,0,13,15,23,0,13,15,23,1,2,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012500,13021012500,"Census Tract 125, Bibb County, Georgia",3687,458,3654,465,266,111,3303,450,0,13,0,13,0,13,0,13,85,100,0,13,85,100,33,49,33,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012600,13021012600,"Census Tract 126, Bibb County, Georgia",5179,603,5012,598,762,182,4233,549,17,28,0,19,0,19,0,19,0,19,0,19,0,19,167,254,151,251,16,28,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US13021012700,13021012700,"Census Tract 127, Bibb County, Georgia",1973,369,1903,358,187,95,1710,352,6,10,0,13,0,13,0,13,0,13,0,13,0,13,70,87,0,13,70,87,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012800,13021012800,"Census Tract 128, Bibb County, Georgia",3817,750,3726,727,500,187,3186,671,40,46,0,13,0,13,0,13,0,13,0,13,0,13,91,136,0,13,0,13,91,136,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021012900,13021012900,"Census Tract 129, Bibb County, Georgia",2298,382,2211,369,453,160,1632,370,0,13,0,13,0,13,19,26,107,126,0,13,107,126,87,141,0,13,0,13,0,13,0,13,0,13,87,141,0,13,0,13,0,13
1400000US13021013101,13021013101,"Census Tract 131.01, Bibb County, Georgia",6195,838,5951,831,720,160,4979,821,21,38,124,149,0,19,57,94,50,56,0,19,50,56,244,316,0,19,0,19,0,19,0,19,0,19,244,316,0,19,0,19,0,19
1400000US13021013102,13021013102,"Census Tract 131.02, Bibb County, Georgia",3939,479,3939,479,580,169,3216,442,0,13,102,113,0,13,0,13,41,54,0,13,41,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13021013201,13021013201,"Census Tract 132.01, Bibb County, Georgia",5270,686,5184,689,678,237,3995,683,0,19,156,226,0,19,16,31,339,313,0,19,339,313,86,116,86,116,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US13021013202,13021013202,"Census Tract 132.02, Bibb County, Georgia",2567,588,2430,612,370,195,2050,606,0,13,0,13,10,17,0,13,0,13,0,13,0,13,137,245,0,13,0,13,0,13,0,13,0,13,137,245,0,13,0,13,0,13
