GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US13001950100,13001950100,"Census Tract 9501, Appling County, Georgia",3410,356,3410,356,3311,353,67,64,21,34,11,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13001950200,13001950200,"Census Tract 9502, Appling County, Georgia",4665,477,4129,390,2011,315,2055,328,0,13,58,80,0,13,0,13,5,9,0,13,5,9,536,398,343,377,0,13,0,13,0,13,0,13,133,201,60,90,60,90,0,13
1400000US13001950300,13001950300,"Census Tract 9503, Appling County, Georgia",4871,436,4284,512,3259,482,759,295,0,13,85,79,0,13,0,13,181,167,0,13,181,167,587,304,353,196,0,13,0,13,0,13,0,13,234,292,0,13,0,13,0,13
1400000US13001950400,13001950400,"Census Tract 9504, Appling County, Georgia",1453,237,1426,235,978,170,448,157,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,26,27,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13001950500,13001950500,"Census Tract 9505, Appling County, Georgia",4018,443,3445,369,3266,373,150,73,0,13,0,13,12,19,0,13,17,19,0,13,17,19,573,394,573,394,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13003960100,13003960100,"Census Tract 9601, Atkinson County, Georgia",2085,290,1544,241,1054,201,420,136,0,13,0,13,0,13,0,13,70,80,4,7,66,80,541,184,200,110,0,13,0,13,0,13,0,13,311,155,30,42,8,12,22,40
1400000US13003960200,13003960200,"Census Tract 9602, Atkinson County, Georgia",4902,312,3575,231,2537,222,962,147,10,17,0,13,0,13,16,24,50,63,0,13,50,63,1327,206,543,237,0,13,0,13,0,13,0,13,767,240,17,22,0,13,17,22
1400000US13003960300,13003960300,"Census Tract 9603, Atkinson County, Georgia",1307,205,1165,189,1109,189,42,39,14,19,0,13,0,13,0,13,0,13,0,13,0,13,142,91,98,70,5,8,0,13,0,13,0,13,19,21,20,32,20,32,0,13
1400000US13005970100,13005970100,"Census Tract 9701, Bacon County, Georgia",3088,289,2793,314,2650,278,117,86,0,13,15,23,5,9,0,13,6,11,0,13,6,11,295,224,145,159,0,13,0,13,0,13,0,13,150,180,0,13,0,13,0,13
