GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US13001950100,13001950100,"Census Tract 9501, Appling County, Georgia",3410,356
1400000US13001950200,13001950200,"Census Tract 9502, Appling County, Georgia",4665,477
1400000US13001950300,13001950300,"Census Tract 9503, Appling County, Georgia",4871,436
1400000US13001950400,13001950400,"Census Tract 9504, Appling County, Georgia",1453,237
1400000US13001950500,13001950500,"Census Tract 9505, Appling County, Georgia",4018,443
1400000US13003960100,13003960100,"Census Tract 9601, Atkinson County, Georgia",2085,290
1400000US13003960200,13003960200,"Census Tract 9602, Atkinson County, Georgia",4902,312
1400000US13003960300,13003960300,"Census Tract 9603, Atkinson County, Georgia",1307,205
1400000US13005970100,13005970100,"Census Tract 9701, Bacon County, Georgia",3088,289
1400000US13005970201,13005970201,"Census Tract 9702.01, Bacon County, Georgia",4010,359
1400000US13005970202,13005970202,"Census Tract 9702.02, Bacon County, Georgia",4124,311
1400000US13007960100,13007960100,"Census Tract 9601, Baker County, Georgia",2209,179
1400000US13007960200,13007960200,"Census Tract 9602, Baker County, Georgia",1083,179
1400000US13009970100,13009970100,"Census Tract 9701, Baldwin County, Georgia",5214,523
1400000US13009970200,13009970200,"Census Tract 9702, Baldwin County, Georgia",6524,726
1400000US13009970300,13009970300,"Census Tract 9703, Baldwin County, Georgia",6361,563
1400000US13009970400,13009970400,"Census Tract 9704, Baldwin County, Georgia",4926,598
1400000US13009970500,13009970500,"Census Tract 9705, Baldwin County, Georgia",6391,845
1400000US13009970600,13009970600,"Census Tract 9706, Baldwin County, Georgia",3651,399
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2985,364
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",2325,425
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",7418,733
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5269,415
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5013,370
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",4166,329
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3888,367
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",4674,500
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",1976,249
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2802,310
1400000US13013180106,13013180106,"Census Tract 1801.06, Barrow County, Georgia",2831,318
1400000US13013180107,13013180107,"Census Tract 1801.07, Barrow County, Georgia",3853,377
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3202,336
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3421,449
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2732,342
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4389,382
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",2716,319
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2167,175
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5507,427
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",4323,438
1400000US13013180401,13013180401,"Census Tract 1804.01, Barrow County, Georgia",5468,637
1400000US13013180402,13013180402,"Census Tract 1804.02, Barrow County, Georgia",6093,699
1400000US13013180501,13013180501,"Census Tract 1805.01, Barrow County, Georgia",5718,537
1400000US13013180502,13013180502,"Census Tract 1805.02, Barrow County, Georgia",4548,454
1400000US13013180503,13013180503,"Census Tract 1805.03, Barrow County, Georgia",5592,856
1400000US13015960101,13015960101,"Census Tract 9601.01, Bartow County, Georgia",1474,221
1400000US13015960102,13015960102,"Census Tract 9601.02, Bartow County, Georgia",9218,811
1400000US13015960200,13015960200,"Census Tract 9602, Bartow County, Georgia",11751,900
1400000US13015960300,13015960300,"Census Tract 9603, Bartow County, Georgia",6640,569
1400000US13015960401,13015960401,"Census Tract 9604.01, Bartow County, Georgia",9387,1302
1400000US13015960402,13015960402,"Census Tract 9604.02, Bartow County, Georgia",8852,816
1400000US13015960500,13015960500,"Census Tract 9605, Bartow County, Georgia",8162,898
1400000US13015960600,13015960600,"Census Tract 9606, Bartow County, Georgia",9323,747
1400000US13015960700,13015960700,"Census Tract 9607, Bartow County, Georgia",7272,651
1400000US13015960801,13015960801,"Census Tract 9608.01, Bartow County, Georgia",3485,373
1400000US13015960802,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2823,327
1400000US13015960803,13015960803,"Census Tract 9608.03, Bartow County, Georgia",5722,444
1400000US13015960901,13015960901,"Census Tract 9609.01, Bartow County, Georgia",3236,356
1400000US13015960902,13015960902,"Census Tract 9609.02, Bartow County, Georgia",6314,664
1400000US13015961000,13015961000,"Census Tract 9610, Bartow County, Georgia",7677,614
1400000US13017960100,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2674,315
1400000US13017960200,13017960200,"Census Tract 9602, Ben Hill County, Georgia",1730,217
1400000US13017960300,13017960300,"Census Tract 9603, Ben Hill County, Georgia",3294,434
1400000US13017960400,13017960400,"Census Tract 9604, Ben Hill County, Georgia",3976,474
1400000US13017960500,13017960500,"Census Tract 9605, Ben Hill County, Georgia",5803,517
1400000US13019970100,13019970100,"Census Tract 9701, Berrien County, Georgia",1844,220
1400000US13019970200,13019970200,"Census Tract 9702, Berrien County, Georgia",3856,428
1400000US13019970300,13019970300,"Census Tract 9703, Berrien County, Georgia",3223,296
1400000US13019970400,13019970400,"Census Tract 9704, Berrien County, Georgia",2863,360
1400000US13019970500,13019970500,"Census Tract 9705, Berrien County, Georgia",3486,356
1400000US13019970600,13019970600,"Census Tract 9706, Berrien County, Georgia",3747,342
1400000US13021010100,13021010100,"Census Tract 101, Bibb County, Georgia",1495,299
1400000US13021010200,13021010200,"Census Tract 102, Bibb County, Georgia",1941,257
1400000US13021010300,13021010300,"Census Tract 103, Bibb County, Georgia",767,157
1400000US13021010400,13021010400,"Census Tract 104, Bibb County, Georgia",2250,397
1400000US13021010500,13021010500,"Census Tract 105, Bibb County, Georgia",3806,283
1400000US13021010800,13021010800,"Census Tract 108, Bibb County, Georgia",1464,210
1400000US13021011000,13021011000,"Census Tract 110, Bibb County, Georgia",4619,487
1400000US13021011100,13021011100,"Census Tract 111, Bibb County, Georgia",1933,241
1400000US13021011500,13021011500,"Census Tract 115, Bibb County, Georgia",1198,247
1400000US13021011701,13021011701,"Census Tract 117.01, Bibb County, Georgia",2518,273
1400000US13021011702,13021011702,"Census Tract 117.02, Bibb County, Georgia",4569,559
1400000US13021011800,13021011800,"Census Tract 118, Bibb County, Georgia",3573,342
1400000US13021011900,13021011900,"Census Tract 119, Bibb County, Georgia",1860,358
1400000US13021012000,13021012000,"Census Tract 120, Bibb County, Georgia",4395,495
1400000US13021012101,13021012101,"Census Tract 121.01, Bibb County, Georgia",2065,329
1400000US13021012102,13021012102,"Census Tract 121.02, Bibb County, Georgia",5007,587
1400000US13021012200,13021012200,"Census Tract 122, Bibb County, Georgia",2380,365
1400000US13021012300,13021012300,"Census Tract 123, Bibb County, Georgia",2537,385
1400000US13021012400,13021012400,"Census Tract 124, Bibb County, Georgia",4296,411
1400000US13021012500,13021012500,"Census Tract 125, Bibb County, Georgia",3216,475
1400000US13021012600,13021012600,"Census Tract 126, Bibb County, Georgia",4870,527
1400000US13021012700,13021012700,"Census Tract 127, Bibb County, Georgia",2157,318
1400000US13021012800,13021012800,"Census Tract 128, Bibb County, Georgia",3582,706
1400000US13021012900,13021012900,"Census Tract 129, Bibb County, Georgia",1830,258
1400000US13021013101,13021013101,"Census Tract 131.01, Bibb County, Georgia",5756,902
1400000US13021013102,13021013102,"Census Tract 131.02, Bibb County, Georgia",4340,674
1400000US13021013201,13021013201,"Census Tract 132.01, Bibb County, Georgia",6046,1012
1400000US13021013202,13021013202,"Census Tract 132.02, Bibb County, Georgia",2914,545
1400000US13021013302,13021013302,"Census Tract 133.02, Bibb County, Georgia",3953,499
1400000US13021013407,13021013407,"Census Tract 134.07, Bibb County, Georgia",4713,671
1400000US13021013408,13021013408,"Census Tract 134.08, Bibb County, Georgia",4535,289
1400000US13021013409,13021013409,"Census Tract 134.09, Bibb County, Georgia",3977,429
1400000US13021013410,13021013410,"Census Tract 134.10, Bibb County, Georgia",5205,354
1400000US13021013411,13021013411,"Census Tract 134.11, Bibb County, Georgia",3768,490
1400000US13021013502,13021013502,"Census Tract 135.02, Bibb County, Georgia",1755,292
1400000US13021013503,13021013503,"Census Tract 135.03, Bibb County, Georgia",2754,365
1400000US13021013504,13021013504,"Census Tract 135.04, Bibb County, Georgia",8493,619
1400000US13021013603,13021013603,"Census Tract 136.03, Bibb County, Georgia",4983,906
1400000US13021013604,13021013604,"Census Tract 136.04, Bibb County, Georgia",5301,533
1400000US13021013605,13021013605,"Census Tract 136.05, Bibb County, Georgia",4727,641
1400000US13021013606,13021013606,"Census Tract 136.06, Bibb County, Georgia",6109,548
1400000US13021013700,13021013700,"Census Tract 137, Bibb County, Georgia",2893,323
1400000US13021013800,13021013800,"Census Tract 138, Bibb County, Georgia",2235,317
1400000US13021013900,13021013900,"Census Tract 139, Bibb County, Georgia",2031,276
1400000US13023790100,13023790100,"Census Tract 7901, Bleckley County, Georgia",4687,382
1400000US13023790200,13023790200,"Census Tract 7902, Bleckley County, Georgia",2538,327
1400000US13023790300,13023790300,"Census Tract 7903, Bleckley County, Georgia",5521,406
1400000US13025960100,13025960100,"Census Tract 9601, Brantley County, Georgia",7242,588
1400000US13025960200,13025960200,"Census Tract 9602, Brantley County, Georgia",5991,590
1400000US13025960300,13025960300,"Census Tract 9603, Brantley County, Georgia",5219,548
1400000US13027960200,13027960200,"Census Tract 9602, Brooks County, Georgia",1579,223
1400000US13027960300,13027960300,"Census Tract 9603, Brooks County, Georgia",5590,384
1400000US13027960400,13027960400,"Census Tract 9604, Brooks County, Georgia",3380,254
1400000US13027960500,13027960500,"Census Tract 9605, Brooks County, Georgia",2768,271
1400000US13027960600,13027960600,"Census Tract 9606, Brooks County, Georgia",2320,293
1400000US13029920101,13029920101,"Census Tract 9201.01, Bryan County, Georgia",5085,612
1400000US13029920102,13029920102,"Census Tract 9201.02, Bryan County, Georgia",5747,502
1400000US13029920301,13029920301,"Census Tract 9203.01, Bryan County, Georgia",2041,269
1400000US13029920303,13029920303,"Census Tract 9203.03, Bryan County, Georgia",6046,428
1400000US13029920305,13029920305,"Census Tract 9203.05, Bryan County, Georgia",4509,439
1400000US13029920306,13029920306,"Census Tract 9203.06, Bryan County, Georgia",9723,794
1400000US13029980000,13029980000,"Census Tract 9800, Bryan County, Georgia",0,13
1400000US13031110100,13031110100,"Census Tract 1101, Bulloch County, Georgia",3776,370
1400000US13031110200,13031110200,"Census Tract 1102, Bulloch County, Georgia",7300,603
1400000US13031110300,13031110300,"Census Tract 1103, Bulloch County, Georgia",8384,624
1400000US13031110401,13031110401,"Census Tract 1104.01, Bulloch County, Georgia",3408,385
1400000US13031110403,13031110403,"Census Tract 1104.03, Bulloch County, Georgia",7001,548
1400000US13031110404,13031110404,"Census Tract 1104.04, Bulloch County, Georgia",7259,774
1400000US13031110500,13031110500,"Census Tract 1105, Bulloch County, Georgia",4800,442
1400000US13031110601,13031110601,"Census Tract 1106.01, Bulloch County, Georgia",6808,592
1400000US13031110602,13031110602,"Census Tract 1106.02, Bulloch County, Georgia",3844,402
1400000US13031110700,13031110700,"Census Tract 1107, Bulloch County, Georgia",10358,782
1400000US13031110800,13031110800,"Census Tract 1108, Bulloch County, Georgia",2526,306
1400000US13031110900,13031110900,"Census Tract 1109, Bulloch County, Georgia",6922,705
1400000US13033950100,13033950100,"Census Tract 9501, Burke County, Georgia",5148,491
1400000US13033950200,13033950200,"Census Tract 9502, Burke County, Georgia",2759,352
1400000US13033950400,13033950400,"Census Tract 9504, Burke County, Georgia",5128,433
1400000US13033950500,13033950500,"Census Tract 9505, Burke County, Georgia",5504,343
1400000US13033950700,13033950700,"Census Tract 9507, Burke County, Georgia",2740,341
1400000US13033950900,13033950900,"Census Tract 9509, Burke County, Georgia",1728,222
1400000US13035150100,13035150100,"Census Tract 1501, Butts County, Georgia",7919,470
1400000US13035150200,13035150200,"Census Tract 1502, Butts County, Georgia",7956,610
1400000US13035150300,13035150300,"Census Tract 1503, Butts County, Georgia",7570,457
1400000US13037950100,13037950100,"Census Tract 9501, Calhoun County, Georgia",3765,789
1400000US13037950200,13037950200,"Census Tract 9502, Calhoun County, Georgia",2724,789
1400000US13039010100,13039010100,"Census Tract 101, Camden County, Georgia",2545,341
1400000US13039010200,13039010200,"Census Tract 102, Camden County, Georgia",5114,395
1400000US13039010301,13039010301,"Census Tract 103.01, Camden County, Georgia",8381,551
1400000US13039010302,13039010302,"Census Tract 103.02, Camden County, Georgia",4080,449
1400000US13039010401,13039010401,"Census Tract 104.01, Camden County, Georgia",11990,674
1400000US13039010402,13039010402,"Census Tract 104.02, Camden County, Georgia",5207,457
1400000US13039010403,13039010403,"Census Tract 104.03, Camden County, Georgia",4094,399
1400000US13039010500,13039010500,"Census Tract 105, Camden County, Georgia",2859,375
1400000US13039010601,13039010601,"Census Tract 106.01, Camden County, Georgia",6287,561
1400000US13039010602,13039010602,"Census Tract 106.02, Camden County, Georgia",888,159
1400000US13039990000,13039990000,"Census Tract 9900, Camden County, Georgia",0,13
1400000US13043950100,13043950100,"Census Tract 9501, Candler County, Georgia",5270,308
1400000US13043950200,13043950200,"Census Tract 9502, Candler County, Georgia",3583,340
1400000US13043950300,13043950300,"Census Tract 9503, Candler County, Georgia",2178,264
1400000US13045910101,13045910101,"Census Tract 9101.01, Carroll County, Georgia",5968,504
1400000US13045910103,13045910103,"Census Tract 9101.03, Carroll County, Georgia",4932,401
1400000US13045910104,13045910104,"Census Tract 9101.04, Carroll County, Georgia",9656,744
1400000US13045910200,13045910200,"Census Tract 9102, Carroll County, Georgia",12163,995
1400000US13045910300,13045910300,"Census Tract 9103, Carroll County, Georgia",5869,486
1400000US13045910400,13045910400,"Census Tract 9104, Carroll County, Georgia",3269,301
1400000US13045910501,13045910501,"Census Tract 9105.01, Carroll County, Georgia",9006,629
1400000US13045910502,13045910502,"Census Tract 9105.02, Carroll County, Georgia",3006,437
1400000US13045910600,13045910600,"Census Tract 9106, Carroll County, Georgia",6000,621
1400000US13045910701,13045910701,"Census Tract 9107.01, Carroll County, Georgia",8651,810
1400000US13045910702,13045910702,"Census Tract 9107.02, Carroll County, Georgia",7423,854
1400000US13045910703,13045910703,"Census Tract 9107.03, Carroll County, Georgia",8870,1156
1400000US13045910800,13045910800,"Census Tract 9108, Carroll County, Georgia",4124,454
1400000US13045910900,13045910900,"Census Tract 9109, Carroll County, Georgia",4115,421
1400000US13045911000,13045911000,"Census Tract 9110, Carroll County, Georgia",6157,614
1400000US13045911100,13045911100,"Census Tract 9111, Carroll County, Georgia",7666,810
1400000US13045911200,13045911200,"Census Tract 9112, Carroll County, Georgia",5720,650
1400000US13047030100,13047030100,"Census Tract 301, Catoosa County, Georgia",6503,697
1400000US13047030201,13047030201,"Census Tract 302.01, Catoosa County, Georgia",4570,396
1400000US13047030202,13047030202,"Census Tract 302.02, Catoosa County, Georgia",6267,617
1400000US13047030301,13047030301,"Census Tract 303.01, Catoosa County, Georgia",7526,500
1400000US13047030303,13047030303,"Census Tract 303.03, Catoosa County, Georgia",3175,329
1400000US13047030304,13047030304,"Census Tract 303.04, Catoosa County, Georgia",3787,347
1400000US13047030401,13047030401,"Census Tract 304.01, Catoosa County, Georgia",7029,489
1400000US13047030402,13047030402,"Census Tract 304.02, Catoosa County, Georgia",6473,449
1400000US13047030500,13047030500,"Census Tract 305, Catoosa County, Georgia",6106,505
1400000US13047030600,13047030600,"Census Tract 306, Catoosa County, Georgia",5640,587
1400000US13047030700,13047030700,"Census Tract 307, Catoosa County, Georgia",8299,549
1400000US13049010100,13049010100,"Census Tract 101, Charlton County, Georgia",9777,452
1400000US13049010200,13049010200,"Census Tract 102, Charlton County, Georgia",3353,452
1400000US13051000100,13051000100,"Census Tract 1, Chatham County, Georgia",1916,186
1400000US13051000300,13051000300,"Census Tract 3, Chatham County, Georgia",1683,297
1400000US13051000601,13051000601,"Census Tract 6.01, Chatham County, Georgia",4220,551
1400000US13051000900,13051000900,"Census Tract 9, Chatham County, Georgia",1171,142
1400000US13051001100,13051001100,"Census Tract 11, Chatham County, Georgia",2077,235
1400000US13051001200,13051001200,"Census Tract 12, Chatham County, Georgia",1962,258
1400000US13051001500,13051001500,"Census Tract 15, Chatham County, Georgia",1416,247
1400000US13051002000,13051002000,"Census Tract 20, Chatham County, Georgia",1276,225
1400000US13051002100,13051002100,"Census Tract 21, Chatham County, Georgia",2151,268
1400000US13051002200,13051002200,"Census Tract 22, Chatham County, Georgia",4107,381
1400000US13051002300,13051002300,"Census Tract 23, Chatham County, Georgia",2062,323
1400000US13051002600,13051002600,"Census Tract 26, Chatham County, Georgia",1569,212
1400000US13051002700,13051002700,"Census Tract 27, Chatham County, Georgia",2968,502
1400000US13051002800,13051002800,"Census Tract 28, Chatham County, Georgia",2461,348
1400000US13051002900,13051002900,"Census Tract 29, Chatham County, Georgia",3153,293
1400000US13051003000,13051003000,"Census Tract 30, Chatham County, Georgia",2035,183
1400000US13051003301,13051003301,"Census Tract 33.01, Chatham County, Georgia",2004,210
1400000US13051003302,13051003302,"Census Tract 33.02, Chatham County, Georgia",1659,198
1400000US13051003400,13051003400,"Census Tract 34, Chatham County, Georgia",4206,552
1400000US13051003501,13051003501,"Census Tract 35.01, Chatham County, Georgia",2789,332
1400000US13051003502,13051003502,"Census Tract 35.02, Chatham County, Georgia",4156,445
1400000US13051003601,13051003601,"Census Tract 36.01, Chatham County, Georgia",3023,427
1400000US13051003602,13051003602,"Census Tract 36.02, Chatham County, Georgia",4428,522
1400000US13051003700,13051003700,"Census Tract 37, Chatham County, Georgia",1763,167
1400000US13051003800,13051003800,"Census Tract 38, Chatham County, Georgia",2846,329
1400000US13051003900,13051003900,"Census Tract 39, Chatham County, Georgia",3674,452
1400000US13051004001,13051004001,"Census Tract 40.01, Chatham County, Georgia",4263,381
1400000US13051004002,13051004002,"Census Tract 40.02, Chatham County, Georgia",3727,400
1400000US13051004100,13051004100,"Census Tract 41, Chatham County, Georgia",1833,184
1400000US13051004207,13051004207,"Census Tract 42.07, Chatham County, Georgia",3633,392
1400000US13051004208,13051004208,"Census Tract 42.08, Chatham County, Georgia",5230,448
1400000US13051004209,13051004209,"Census Tract 42.09, Chatham County, Georgia",3381,402
1400000US13051004210,13051004210,"Census Tract 42.10, Chatham County, Georgia",5002,533
1400000US13051004211,13051004211,"Census Tract 42.11, Chatham County, Georgia",5295,469
1400000US13051004212,13051004212,"Census Tract 42.12, Chatham County, Georgia",6239,499
1400000US13051004300,13051004300,"Census Tract 43, Chatham County, Georgia",2711,288
1400000US13051004400,13051004400,"Census Tract 44, Chatham County, Georgia",2116,202
1400000US13051004500,13051004500,"Census Tract 45, Chatham County, Georgia",4257,492
1400000US13051010101,13051010101,"Census Tract 101.01, Chatham County, Georgia",915,178
1400000US13051010102,13051010102,"Census Tract 101.02, Chatham County, Georgia",4237,338
1400000US13051010200,13051010200,"Census Tract 102, Chatham County, Georgia",4854,517
1400000US13051010501,13051010501,"Census Tract 105.01, Chatham County, Georgia",6111,633
1400000US13051010502,13051010502,"Census Tract 105.02, Chatham County, Georgia",3597,403
1400000US13051010601,13051010601,"Census Tract 106.01, Chatham County, Georgia",4230,458
1400000US13051010603,13051010603,"Census Tract 106.03, Chatham County, Georgia",1869,268
1400000US13051010605,13051010605,"Census Tract 106.05, Chatham County, Georgia",10,15
1400000US13051010700,13051010700,"Census Tract 107, Chatham County, Georgia",21032,1808
1400000US13051010801,13051010801,"Census Tract 108.01, Chatham County, Georgia",2653,103
1400000US13051010802,13051010802,"Census Tract 108.02, Chatham County, Georgia",9372,920
1400000US13051010803,13051010803,"Census Tract 108.03, Chatham County, Georgia",11215,802
1400000US13051010806,13051010806,"Census Tract 108.06, Chatham County, Georgia",6384,651
1400000US13051010807,13051010807,"Census Tract 108.07, Chatham County, Georgia",4965,694
1400000US13051010808,13051010808,"Census Tract 108.08, Chatham County, Georgia",10721,941
1400000US13051010809,13051010809,"Census Tract 108.09, Chatham County, Georgia",11794,813
1400000US13051010901,13051010901,"Census Tract 109.01, Chatham County, Georgia",4281,475
1400000US13051011003,13051011003,"Census Tract 110.03, Chatham County, Georgia",6586,518
1400000US13051011004,13051011004,"Census Tract 110.04, Chatham County, Georgia",3504,237
1400000US13051011005,13051011005,"Census Tract 110.05, Chatham County, Georgia",4508,318
1400000US13051011006,13051011006,"Census Tract 110.06, Chatham County, Georgia",3605,296
1400000US13051011103,13051011103,"Census Tract 111.03, Chatham County, Georgia",3393,191
1400000US13051011104,13051011104,"Census Tract 111.04, Chatham County, Georgia",4958,394
1400000US13051011106,13051011106,"Census Tract 111.06, Chatham County, Georgia",5794,495
1400000US13051011107,13051011107,"Census Tract 111.07, Chatham County, Georgia",3074,305
1400000US13051011108,13051011108,"Census Tract 111.08, Chatham County, Georgia",3004,277
1400000US13051011109,13051011109,"Census Tract 111.09, Chatham County, Georgia",6819,450
1400000US13051011200,13051011200,"Census Tract 112, Chatham County, Georgia",1757,211
1400000US13051011300,13051011300,"Census Tract 113, Chatham County, Georgia",2465,401
1400000US13051011400,13051011400,"Census Tract 114, Chatham County, Georgia",2085,262
1400000US13051011500,13051011500,"Census Tract 115, Chatham County, Georgia",2592,217
1400000US13051011600,13051011600,"Census Tract 116, Chatham County, Georgia",2444,352
1400000US13051980000,13051980000,"Census Tract 9800, Chatham County, Georgia",0,13
1400000US13051990000,13051990000,"Census Tract 9900, Chatham County, Georgia",0,13
1400000US13053020100,13053020100,"Census Tract 201, Chattahoochee County, Georgia",2548,320
1400000US13053020201,13053020201,"Census Tract 202.01, Chattahoochee County, Georgia",3821,424
1400000US13053020203,13053020203,"Census Tract 202.03, Chattahoochee County, Georgia",2182,295
1400000US13053020205,13053020205,"Census Tract 202.05, Chattahoochee County, Georgia",2838,310
1400000US13053020206,13053020206,"Census Tract 202.06, Chattahoochee County, Georgia",525,241
1400000US13055010100,13055010100,"Census Tract 101, Chattooga County, Georgia",1989,161
1400000US13055010200,13055010200,"Census Tract 102, Chattooga County, Georgia",6327,441
1400000US13055010300,13055010300,"Census Tract 103, Chattooga County, Georgia",2927,335
1400000US13055010400,13055010400,"Census Tract 104, Chattooga County, Georgia",5391,461
1400000US13055010500,13055010500,"Census Tract 105, Chattooga County, Georgia",6091,443
1400000US13055010600,13055010600,"Census Tract 106, Chattooga County, Georgia",2516,270
1400000US13057090100,13057090100,"Census Tract 901, Cherokee County, Georgia",8930,484
1400000US13057090200,13057090200,"Census Tract 902, Cherokee County, Georgia",8095,721
1400000US13057090300,13057090300,"Census Tract 903, Cherokee County, Georgia",12403,749
1400000US13057090400,13057090400,"Census Tract 904, Cherokee County, Georgia",9836,983
1400000US13057090501,13057090501,"Census Tract 905.01, Cherokee County, Georgia",6273,392
1400000US13057090502,13057090502,"Census Tract 905.02, Cherokee County, Georgia",13943,1499
1400000US13057090601,13057090601,"Census Tract 906.01, Cherokee County, Georgia",7597,732
1400000US13057090602,13057090602,"Census Tract 906.02, Cherokee County, Georgia",8377,602
1400000US13057090701,13057090701,"Census Tract 907.01, Cherokee County, Georgia",18810,1380
1400000US13057090702,13057090702,"Census Tract 907.02, Cherokee County, Georgia",7688,658
1400000US13057090802,13057090802,"Census Tract 908.02, Cherokee County, Georgia",6928,550
1400000US13057090803,13057090803,"Census Tract 908.03, Cherokee County, Georgia",10255,682
1400000US13057090804,13057090804,"Census Tract 908.04, Cherokee County, Georgia",9475,482
1400000US13057090901,13057090901,"Census Tract 909.01, Cherokee County, Georgia",7793,571
1400000US13057090902,13057090902,"Census Tract 909.02, Cherokee County, Georgia",14439,888
1400000US13057090904,13057090904,"Census Tract 909.04, Cherokee County, Georgia",8641,743
1400000US13057090905,13057090905,"Census Tract 909.05, Cherokee County, Georgia",3572,335
1400000US13057091001,13057091001,"Census Tract 910.01, Cherokee County, Georgia",4297,544
1400000US13057091003,13057091003,"Census Tract 910.03, Cherokee County, Georgia",7247,654
1400000US13057091005,13057091005,"Census Tract 910.05, Cherokee County, Georgia",8019,759
