GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US13121008602,13121008602,"Census Tract 86.02, Fulton County, Georgia",2220,464,56,67,2155,461,0,98,0,98,0,98,0,98,9,13,0,98,9,13
1400000US13121008700,13121008700,"Census Tract 87, Fulton County, Georgia",4714,593,264,107,4285,560,0,98,0,98,0,98,118,150,47,59,32,52,15,26
1400000US13121008800,13121008800,"Census Tract 88, Fulton County, Georgia",5131,605,2999,555,1612,487,0,98,35,33,0,98,367,338,118,126,19,33,99,98
1400000US13121008902,13121008902,"Census Tract 89.02, Fulton County, Georgia",6160,626,4117,624,931,394,0,98,961,337,0,98,53,86,98,101,0,98,98,101
1400000US13121008903,13121008903,"Census Tract 89.03, Fulton County, Georgia",2488,566,1120,441,908,444,0,98,59,73,0,98,338,354,63,61,0,98,63,61
1400000US13121008904,13121008904,"Census Tract 89.04, Fulton County, Georgia",5260,502,4098,638,645,459,0,98,200,148,0,98,96,94,221,221,0,98,221,221
1400000US13121009000,13121009000,"Census Tract 90, Fulton County, Georgia",4045,308,3699,328,135,91,0,98,176,95,0,98,35,33,0,98,0,98,0,98
1400000US13121009101,13121009101,"Census Tract 91.01, Fulton County, Georgia",4655,487,3506,477,916,338,0,98,167,161,0,98,44,48,22,35,0,98,22,35
1400000US13121009102,13121009102,"Census Tract 91.02, Fulton County, Georgia",3300,319,2402,318,740,211,0,98,12,19,0,98,8,16,138,132,0,98,138,132
1400000US13121009200,13121009200,"Census Tract 92, Fulton County, Georgia",5080,554,3180,507,1289,535,0,98,193,159,0,98,313,261,105,115,54,96,51,59
1400000US13121009300,13121009300,"Census Tract 93, Fulton County, Georgia",4368,363,4281,364,31,25,0,98,56,51,0,98,0,98,0,98,0,98,0,98
1400000US13121009402,13121009402,"Census Tract 94.02, Fulton County, Georgia",4314,675,2390,718,675,211,0,98,218,98,0,98,981,457,50,47,0,98,50,47
1400000US13121009403,13121009403,"Census Tract 94.03, Fulton County, Georgia",5141,915,2940,977,1184,342,0,98,764,354,0,98,160,171,93,83,0,98,93,83
1400000US13121009404,13121009404,"Census Tract 94.04, Fulton County, Georgia",3895,423,3267,375,446,338,0,98,104,88,0,98,39,44,39,42,15,28,24,28
1400000US13121009501,13121009501,"Census Tract 95.01, Fulton County, Georgia",3903,349,3719,376,55,54,0,98,129,116,0,98,0,98,0,98,0,98,0,98
1400000US13121009502,13121009502,"Census Tract 95.02, Fulton County, Georgia",3346,485,2428,329,790,376,37,59,5,33,0,98,54,66,32,38,15,24,17,29
1400000US13121009601,13121009601,"Census Tract 96.01, Fulton County, Georgia",2243,321,1727,280,211,197,17,28,40,44,0,98,248,226,0,98,0,98,0,98
1400000US13121009602,13121009602,"Census Tract 96.02, Fulton County, Georgia",4186,393,3365,391,279,183,0,98,296,245,52,83,164,198,30,36,0,98,30,36
1400000US13121009603,13121009603,"Census Tract 96.03, Fulton County, Georgia",3669,467,2936,485,167,113,0,98,243,236,0,98,311,247,12,21,0,98,12,21
1400000US13121009700,13121009700,"Census Tract 97, Fulton County, Georgia",4418,310,4128,310,115,96,0,98,153,100,0,98,22,33,0,98,0,98,0,98
1400000US13121009801,13121009801,"Census Tract 98.01, Fulton County, Georgia",4158,359,3978,356,98,129,0,98,82,87,0,98,0,98,0,98,0,98,0,98
1400000US13121009802,13121009802,"Census Tract 98.02, Fulton County, Georgia",4214,284,3472,384,529,317,0,98,176,158,0,98,37,66,0,98,0,98,0,98
1400000US13121009900,13121009900,"Census Tract 99, Fulton County, Georgia",4743,392,4469,401,123,110,0,98,103,112,0,98,0,98,48,60,0,98,48,60
1400000US13121010001,13121010001,"Census Tract 100.01, Fulton County, Georgia",4274,386,3371,392,327,133,0,98,414,290,0,98,19,30,143,115,13,22,130,113
1400000US13121010002,13121010002,"Census Tract 100.02, Fulton County, Georgia",6393,514,5297,462,761,348,51,80,152,90,0,98,24,40,108,91,0,98,108,91
1400000US13121010106,13121010106,"Census Tract 101.06, Fulton County, Georgia",3947,402,3002,350,496,178,0,98,175,196,0,98,166,134,108,92,0,98,108,92
1400000US13121010107,13121010107,"Census Tract 101.07, Fulton County, Georgia",1866,146,1669,221,5,8,0,98,156,191,0,98,24,27,12,22,0,98,12,22
1400000US13121010108,13121010108,"Census Tract 101.08, Fulton County, Georgia",4102,240,3619,307,177,195,0,98,251,153,0,98,11,17,44,51,0,98,44,51
1400000US13121010110,13121010110,"Census Tract 101.10, Fulton County, Georgia",4598,514,3880,638,313,184,0,98,298,210,0,98,34,42,73,89,0,98,73,89
1400000US13121010113,13121010113,"Census Tract 101.13, Fulton County, Georgia",5719,529,4329,646,1047,365,0,98,108,122,19,38,134,171,82,108,0,98,82,108
1400000US13121010114,13121010114,"Census Tract 101.14, Fulton County, Georgia",6769,749,5722,845,504,189,0,98,182,159,0,98,333,397,28,42,0,98,28,42
1400000US13121010115,13121010115,"Census Tract 101.15, Fulton County, Georgia",2203,321,1922,386,46,87,0,98,235,161,0,98,0,98,0,98,0,98,0,98
1400000US13121010117,13121010117,"Census Tract 101.17, Fulton County, Georgia",2932,477,1554,282,1007,421,0,98,218,168,0,98,14,23,139,102,23,37,116,98
1400000US13121010118,13121010118,"Census Tract 101.18, Fulton County, Georgia",4761,550,2150,565,1979,551,0,98,288,242,0,98,240,235,104,78,19,29,85,74
1400000US13121010119,13121010119,"Census Tract 101.19, Fulton County, Georgia",5166,712,1320,469,3214,790,0,98,153,128,34,56,312,308,133,153,0,98,133,153
1400000US13121010120,13121010120,"Census Tract 101.20, Fulton County, Georgia",2107,305,1210,271,792,274,0,98,32,44,0,98,38,62,35,56,18,32,17,42
1400000US13121010121,13121010121,"Census Tract 101.21, Fulton County, Georgia",1682,199,1433,231,245,168,0,98,4,19,0,98,0,98,0,98,0,98,0,98
1400000US13121010122,13121010122,"Census Tract 101.22, Fulton County, Georgia",5362,434,2995,448,912,335,15,26,1193,330,0,98,231,332,16,21,0,98,16,21
1400000US13121010123,13121010123,"Census Tract 101.23, Fulton County, Georgia",4141,746,2584,503,1451,564,0,98,47,73,0,98,0,98,59,94,0,98,59,94
1400000US13121010204,13121010204,"Census Tract 102.04, Fulton County, Georgia",4997,249,4679,327,166,160,0,98,120,97,0,98,0,98,32,28,9,17,23,25
1400000US13121010205,13121010205,"Census Tract 102.05, Fulton County, Georgia",4965,381,4527,392,217,169,26,45,111,115,65,109,19,29,0,98,0,98,0,98
1400000US13121010206,13121010206,"Census Tract 102.06, Fulton County, Georgia",5133,360,4798,427,245,219,0,98,90,60,0,98,0,98,0,98,0,98,0,98
1400000US13121010208,13121010208,"Census Tract 102.08, Fulton County, Georgia",3729,416,3009,436,439,200,0,98,57,46,0,98,151,222,73,77,17,29,56,70
1400000US13121010209,13121010209,"Census Tract 102.09, Fulton County, Georgia",4996,484,2575,455,2003,441,0,98,134,134,0,98,250,160,34,32,0,98,34,32
1400000US13121010210,13121010210,"Census Tract 102.10, Fulton County, Georgia",5218,643,3796,480,1111,475,0,98,277,206,0,98,10,16,24,31,0,98,24,31
1400000US13121010211,13121010211,"Census Tract 102.11, Fulton County, Georgia",3935,514,3147,664,486,347,25,41,15,25,0,98,262,363,0,98,0,98,0,98
1400000US13121010212,13121010212,"Census Tract 102.12, Fulton County, Georgia",4563,584,3171,531,494,128,0,98,391,267,0,98,507,346,0,98,0,98,0,98
1400000US13121010301,13121010301,"Census Tract 103.01, Fulton County, Georgia",14793,881,1181,288,13187,865,0,98,26,46,0,98,220,165,179,109,30,40,149,100
1400000US13121010303,13121010303,"Census Tract 103.03, Fulton County, Georgia",9318,936,71,62,8875,925,0,98,0,98,0,98,312,489,60,70,0,98,60,70
1400000US13121010304,13121010304,"Census Tract 103.04, Fulton County, Georgia",12344,797,440,149,11662,814,0,98,117,135,0,98,60,82,65,73,0,98,65,73
1400000US13121010400,13121010400,"Census Tract 104, Fulton County, Georgia",6993,389,3334,430,3292,418,121,188,0,98,0,98,48,87,198,183,0,98,198,183
1400000US13121010507,13121010507,"Census Tract 105.07, Fulton County, Georgia",6985,645,68,66,6781,637,0,98,78,122,0,98,0,98,58,56,0,98,58,56
1400000US13121010508,13121010508,"Census Tract 105.08, Fulton County, Georgia",3513,600,156,91,3169,572,0,98,0,98,0,98,0,98,188,183,77,124,111,141
1400000US13121010510,13121010510,"Census Tract 105.10, Fulton County, Georgia",15495,1159,1701,520,12991,1214,137,138,202,154,0,98,407,288,57,48,0,98,57,48
1400000US13121010511,13121010511,"Census Tract 105.11, Fulton County, Georgia",7538,608,342,182,7087,613,0,98,0,98,0,98,55,139,54,56,0,98,54,56
1400000US13121010512,13121010512,"Census Tract 105.12, Fulton County, Georgia",5833,707,379,185,5219,680,129,187,6,14,0,98,67,82,33,43,26,42,7,13
1400000US13121010513,13121010513,"Census Tract 105.13, Fulton County, Georgia",13000,896,1628,486,9776,967,0,98,200,241,0,98,1328,450,68,84,0,98,68,84
1400000US13121010514,13121010514,"Census Tract 105.14, Fulton County, Georgia",10324,724,1670,402,8001,702,46,54,172,184,0,98,202,237,233,285,11,18,222,283
1400000US13121010515,13121010515,"Census Tract 105.15, Fulton County, Georgia",4433,560,644,215,3754,528,0,98,0,98,0,98,35,47,0,98,0,98,0,98
1400000US13121010516,13121010516,"Census Tract 105.16, Fulton County, Georgia",7490,818,105,109,7262,841,0,98,0,98,0,98,60,79,63,71,32,53,31,40
1400000US13121010601,13121010601,"Census Tract 106.01, Fulton County, Georgia",3706,648,1055,334,2413,662,0,98,52,86,0,98,175,187,11,19,0,98,11,19
1400000US13121010603,13121010603,"Census Tract 106.03, Fulton County, Georgia",2988,556,69,77,2778,588,0,98,32,40,0,98,60,62,49,59,0,98,49,59
1400000US13121010604,13121010604,"Census Tract 106.04, Fulton County, Georgia",3596,536,70,52,3073,513,0,98,18,29,0,98,348,351,87,107,66,101,21,24
1400000US13121010800,13121010800,"Census Tract 108, Fulton County, Georgia",6342,18,2508,739,1648,428,0,98,556,323,0,98,1608,647,22,39,0,98,22,39
1400000US13121011000,13121011000,"Census Tract 110, Fulton County, Georgia",3741,452,869,373,2069,331,0,98,0,98,0,98,802,391,1,4,0,98,1,4
